# ==============================================,,,,,,,,,
# TCC - Log de Teste de Envelhecimento,,,,,,,,,
# ==============================================,,,,,,,,,
# Data/Hora Início: 2026-01-10 11:52:13,,,,,,,,,
# ,,,,,,,,,
# PARÂMETROS PID (FIXOS):,,,,,,,,,
#   Kp = 2.780000,,,,,,,,,
#   Ki = 0.00106000,,,,,,,,,
#   Kd = 5.000000,,,,,,,,,
# ,,,,,,,,,
# MODELO FOPDT IDENTIFICADO:,,,,,,,,,
#   G(s) = 1.56 * exp(-150.6s) / (1307.2s + 1),,,,,,,,,
#   K = 1.56 °C/%,,,,,,,,,
#   θ = 150.6 s,,,,,,,,,
#   τ = 1307.2 s,,,,,,,,,
# ,,,,,,,,,
# CONFIGURAÇÃO:,,,,,,,,,
#   Taxa de Rampa: 1.0 °C/s,,,,,,,,,
#   Intervalo de Amostragem: 1000 ms,,,,,,,,,
#   Janela PWM (SSR): 5000 ms,,,,,,,,,
# ,,,,,,,,,
# LIMITES DE SEGURANÇA:,,,,,,,,,
#   Temp. Máx. Forno: 130.0 °C,,,,,,,,,
#   Temp. Máx. DUT: 130.0 °C,,,,,,,,,
#   Corrente Máx. PSU: 1.5 A,,,,,,,,,
# ==============================================,,,,,,,,,
# ,,,,,,,,,
time_sec,oven_temp_c,oven_setpoint_c,oven_output_pct,psu_voltage_v,psu_current_a,dut_temp_c,dut_slack,dut_volt,
899,98.65,100,100,1,0.049,37.129,59,0.992,1231.838
900.001,98.5,100,100,1,0.049,37.66,60,0.993,1232.839
901,98.83,100,100,1,0.049,37.404,60,0.994,1233.838
901.999,98.95,100,100,1,0.049,37.404,57,0.992,1234.837
903,98.94,100,100,1,0.049,37.015,58,0.992,1235.838
903.999,98.82,100,100,1,0.049,37.271,60,0.994,1236.837
905,98.89,100,100,1,0.049,37.66,60,0.994,1237.838
905.999,98.8,100,100,1,0.049,37.394,60,0.993,1238.837
906.999,99.09,100,100,1,0.05,37.793,60,0.993,1239.837
908.001,99.08,100,100,1,0.049,37.774,60,0.992,1240.839
908.999,99.48,100,100,1,0.049,37.394,59,0.993,1241.837
910,99.51,100,100,1,0.049,37.178,57,0.993,1242.838
911,99.32,100,100,1,0.049,38.049,60,0.993,1243.838
911.999,99.27,100,100,1,0.049,37.527,57,0.993,1244.837
912.999,99.29,100,100,1,0.05,37.385,59,0.992,1245.837
914,99.6,100,100,1,0.05,37.281,57,0.992,1246.838
915,99.37,100,100,1,0.05,37.926,57,0.992,1247.838
916.001,99.49,100,100,1,0.049,37.66,59,0.992,1248.839
917.001,99.43,100,100,1,0.049,37.68,60,0.993,1249.839
918,99.59,100,100,1,0.049,38.039,57,0.992,1250.838
919,99.63,100,100,1,0.049,37.281,58,0.994,1251.838
920,99.67,100,100,1,0.049,37.67,58,0.993,1252.838
921.002,99.84,100,100,1,0.05,37.291,59,0.993,1253.84
922.002,99.76,100,100,1,0.049,37.783,60,0.991,1254.84
923,99.99,100,100,1,0.049,37.803,58,0.993,1255.838
924,100.03,100,100,1,0.049,37.158,59,0.993,1256.838
925.001,100.2,100,100,1,0.049,37.66,59,0.993,1257.839
926.001,100.06,100,100,1,0.049,37.537,59,0.993,1258.839
926.999,100.07,100,100,1,0.049,37.906,57,0.993,1259.837
927.999,99.01,100,100,1,0.05,37.783,58,0.993,1260.837
929.001,96.98,100,100,1,0.05,37.537,57,0.993,1261.839
929.999,96.97,100,100,1,0.049,37.537,57,0.992,1262.837
931,97.19,100,100,1,0.05,37.271,60,0.993,1263.838
931.999,97.18,100,100,1,0.049,38.039,59,0.993,1264.837
933,97.36,100,100,1,0.05,37.271,60,0.993,1265.838
934.001,97.16,100,100,1,0.049,38.049,58,0.992,1266.839
935.001,97.41,100,100,1,0.049,37.404,57,0.991,1267.839
936.001,97.38,100,100,1,0.049,37.803,57,0.995,1268.839
937,97.65,100,100,1,0.049,37.414,59,0.993,1269.838
938,97.55,100,100,1,0.05,37.774,60,0.993,1270.838
938.999,97.29,100,100,1,0.049,37.527,57,0.991,1271.837
940,97.47,100,100,1,0.049,37.404,57,0.992,1272.838
941.001,97.61,100,100,1,0.05,37.148,59,0.993,1273.839
942,97.51,100,100,1,0.049,37.158,57,0.992,1274.838
943,97.72,100,100,1,0.049,37.537,58,0.993,1275.838
944.001,97.68,100,100,1,0.049,38.049,60,0.993,1276.839
945,97.77,100,100,1,0.049,37.537,60,0.993,1277.838
946.001,97.7,100,100,1,0.049,37.271,57,0.993,1278.839
946.999,97.84,100,100,1,0.049,37.015,60,0.993,1279.837
947.999,97.97,100,100,1,0.049,38.03,59,0.994,1280.837
948.999,97.94,100,100,1,0.049,37.404,57,0.994,1281.837
950,98.02,100,100,1,0.049,37.138,59,0.993,1282.838
951.001,97.88,100,100,1,0.049,37.158,58,0.993,1283.839
952.002,98.16,100,100,1,0.049,37.404,58,0.993,1284.84
953,97.91,100,100,1,0.049,37.262,57,0.995,1285.838
954,98.43,100,100,1,0.049,37.006,58,0.993,1286.838
955,98.35,100,100,1,0.049,37.916,59,0.993,1287.838
956.002,98.04,100,100,1,0.049,37.394,57,0.993,1288.84
956.999,98.67,100,100,1,0.049,37.65,58,0.993,1289.837
958,98.21,100,100,1,0.049,37.404,58,0.992,1290.838
959,98.25,100,100,1,0.049,37.148,60,0.992,1291.838
960.001,98.71,100,100,1,0.05,37.148,59,0.994,1292.839
961.001,98.62,100,100,1,0.049,37.67,59,0.994,1293.839
961.999,98.67,100,100,1,0.049,36.882,58,0.993,1294.837
963.001,98.56,100,100,1,0.049,37.404,59,0.993,1295.839
964.002,98.69,100,100,1,0.049,37.65,58,0.993,1296.84
964.999,98.58,100,100,0.999,0.049,37.414,57,0.992,1297.837
966.001,98.43,100,100,1,0.049,37.65,59,0.993,1298.839
967.001,98.96,100,100,1,0.049,37.783,59,0.993,1299.839
967.999,98.85,100,100,1,0.049,37.385,60,0.993,1300.837
969.002,99.04,100,100,1,0.049,37.404,57,0.993,1301.84
970.001,99.01,100,100,1,0.049,37.394,57,0.993,1302.839
971.001,98.8,100,100,1,0.049,37.68,57,0.992,1303.839
972.002,99.11,100,100,1,0.049,37.148,60,0.994,1304.84
972.999,99.15,100,100,1,0.049,38.03,59,0.993,1305.837
973.999,99.17,100,100,1,0.049,37.035,57,0.993,1306.837
974.999,99.27,100,100,1,0.049,37.897,57,0.992,1307.837
976.001,99.22,100,100,1,0.049,37.394,60,0.993,1308.839
976.999,99.28,100,100,1,0.049,37.783,57,0.993,1309.837
978.001,99.59,100,100,1,0.049,37.66,57,0.993,1310.839
979.001,99.15,100,100,1,0.049,37.404,57,0.993,1311.839
980,99.5,100,100,1,0.049,37.641,58,0.993,1312.838
981.001,99.71,100,100,1,0.049,37.281,59,0.992,1313.839
982,99.53,100,100,1,0.049,37.774,60,0.993,1314.838
983,99.96,100,100,1,0.049,37.271,59,0.993,1315.838
983.999,99.65,100,100,1,0.049,37.414,57,0.993,1316.837
985.002,99.69,100,100,1,0.049,37.65,59,0.993,1317.84
986.001,99.5,100,100,1,0.049,37.527,59,0.993,1318.839
987,99.84,100,100,1,0.049,37.394,58,0.993,1319.838
988,100.09,100,100,1,0.049,37.006,60,0.993,1320.838
989.001,99.91,100,100,1,0.049,37.793,58,0.992,1321.839
990.001,99.97,100,100,1,0.049,37.936,60,0.991,1322.839
991.001,100.03,100,100,1,0.049,37.404,60,0.993,1323.839
992,99.99,100,100,1,0.049,37.877,58,0.993,1324.838
993,100.02,100,100,1,0.049,37.404,60,0.993,1325.838
994,99.98,100,100,1,0.049,38.03,60,0.993,1326.838
995.001,100.07,100,100,1,0.049,37.527,59,0.992,1327.839
996,100.07,100,100,1,0.049,37.281,59,0.993,1328.838
997.001,100.27,100,100,1,0.049,37.793,58,0.993,1329.839
997.999,100.27,100,100,1,0.049,37.414,60,0.993,1330.837
998.999,100.16,100,100,1,0.049,37.793,60,0.994,1331.837
1000.001,100.12,100,100,1,0.05,37.774,58,0.993,1332.839
1000.999,100.45,100,100,1,0.049,37.271,59,0.993,1333.837
1002,100.43,100,100,1,0.049,37.631,60,0.993,1334.838
1003.001,100.36,100,100,1,0.049,37.404,57,0.993,1335.839
1003.999,100.48,100,100,1,0.049,37.764,58,0.992,1336.837
1005.001,100.68,100,100,1,0.049,37.906,59,0.993,1337.839
1006.001,100.68,100,100,1,0.049,37.424,59,0.992,1338.839
1007,100.8,100,100,1,0.05,38.286,57,0.993,1339.838
1008,100.6,100,100,1,0.05,37.015,59,0.995,1340.838
1008.999,100.87,100,100,1,0.05,37.404,60,0.993,1341.837
1009.999,100.79,100,100,1,0.05,37.518,59,0.994,1342.837
1010.999,100.87,100,100,1,0.049,38.049,58,0.993,1343.837
1012.001,100.93,100,100,1,0.049,38.039,57,0.993,1344.839
1012.999,100.72,100,100,1,0.049,37.252,59,0.993,1345.837
1014.002,100.9,100,100,1,0.049,37.916,57,0.993,1346.84
1015.002,100.87,100,100,1,0.049,37.783,59,0.993,1347.84
1016.002,101.07,100,100,1,0.05,37.394,57,0.992,1348.84
1017.002,101.25,100,100,1,0.049,38.153,57,0.992,1349.84
1018,100.86,100,100,1,0.049,37.527,57,0.993,1350.838
1019,100.94,100,100,1,0.049,37.527,59,0.993,1351.838
1020,101.13,100,100,1,0.049,37.783,59,0.993,1352.838
1021.001,101,100,100,1,0.049,37.271,60,0.993,1353.839
1021.999,100.98,100,100,1,0.049,37.404,57,0.993,1354.837
1023.001,101.17,100,100,1,0.049,38.039,59,0.993,1355.839
1024.001,101.06,100,100,1,0.05,37.281,59,0.993,1356.839
1025.002,101.23,100,100,1,0.049,37.518,60,0.993,1357.84
1026.002,101.43,100,100,1,0.049,37.262,57,0.992,1358.84
1027,101.66,100,100,1,0.05,37.138,57,0.993,1359.838
1028,101.67,100,100,1,0.049,37.537,60,0.992,1360.838
1028.999,101.71,100,100,1,0.049,37.025,59,0.993,1361.837
1029.999,101.58,100,100,1,0.049,37.025,59,0.991,1362.837
1031,101.57,100,100,1,0.049,37.783,58,0.993,1363.838
1032.002,101.49,100,100,1,0.049,37.518,60,0.993,1364.84
1033,101.76,100,100,1,0.05,37.783,57,0.993,1365.838
1034,101.9,100,100,1,0.05,37.783,58,0.993,1366.838
1035.001,101.81,100,100,1,0.049,37.774,59,0.993,1367.839
1035.999,102.08,100,0,1,0.049,38.049,60,0.993,1368.837
1037,101.72,100,0,1,0.049,37.385,59,0.993,1369.838
1037.999,101.89,100,0,1,0.049,37.66,59,0.993,1370.837
1038.999,101.88,100,0,1,0.049,37.783,58,0.993,1371.837
1039.999,102.18,100,0,1,0.05,37.906,57,0.993,1372.837
1041.002,101.94,100,0,1,0.049,37.774,60,0.991,1373.84
1042,102.09,100,0,1,0.05,37.281,60,0.993,1374.838
1042.999,102.14,100,0,1,0.049,37.66,58,0.992,1375.837
1044.001,102.22,100,0,1,0.049,37.006,58,0.993,1376.839
1045,102.75,100,0,1,0.05,37.015,59,0.992,1377.838
1046,102.44,100,0,1,0.05,37.527,60,0.993,1378.838
1047.001,102.46,100,0,1,0.049,37.271,59,0.993,1379.839
1047.999,102.36,100,0,1,0.05,37.774,58,0.993,1380.837
1048.999,102.3,100,0,1,0.05,37.783,60,0.993,1381.837
1050,102.5,100,0,1,0.049,37.404,58,0.993,1382.838
1051,102.61,100,0,1,0.049,37.138,58,0.993,1383.838
1052,102.51,100,0,1,0.049,37.803,60,0.992,1384.838
1053,102.78,100,0,1,0.05,37.631,59,0.992,1385.838
1053.999,102.66,100,0,1,0.049,37.414,57,0.993,1386.837
1055.001,102.7,100,0,1,0.049,37.66,59,0.993,1387.839
1055.999,102.66,100,0,1,0.05,37.271,59,0.992,1388.837
1057,102.66,100,0,1,0.05,37.774,59,0.993,1389.838
1058,102.91,100,0,1,0.05,38.02,59,0.993,1390.838
1059,102.83,100,0,1,0.049,37.641,59,0.993,1391.838
1060,102.85,100,0,1,0.05,36.912,59,0.993,1392.838
1060.999,103.17,100,0,1,0.05,37.035,59,0.993,1393.837
1062.001,102.93,100,0,1,0.05,37.252,58,0.993,1394.839
1062.999,103.05,100,0,1,0.049,38.049,57,0.993,1395.837
1063.999,103.31,100,0,1,0.05,37.508,59,0.993,1396.837
1064.999,102.98,100,0,1,0.05,37.394,59,0.993,1397.837
1066.002,103.18,100,0,1,0.05,38.02,57,0.992,1398.84
1066.999,103.26,100,0,1,0.05,37.404,58,0.992,1399.837
1068,103.49,100,0,1,0.05,37.774,58,0.993,1400.838
1068.999,103.27,100,0,1,0.05,38.03,57,0.994,1401.837
1069.999,103.11,100,0,1,0.05,37.66,58,0.993,1402.837
1070.999,103.19,100,0,1,0.05,37.66,58,0.993,1403.837
1072,103.35,100,0,1,0.05,37.537,58,0.993,1404.838
1072.999,103.49,100,0,1,0.05,37.65,59,0.993,1405.837
1074.001,103.45,100,0,1,0.05,37.271,57,0.993,1406.839
1075,103.47,100,0,1,0.05,37.138,60,0.993,1407.838
1076,103.64,100,0,1,0.05,37.252,57,0.992,1408.838
1077,103.52,100,0,1,0.05,37.887,59,0.992,1409.838
1078,103.57,100,0,1,0.05,37.774,58,0.993,1410.838
1079,103.57,100,0,1,0.05,37.385,57,0.993,1411.838
1080.001,103.69,100,0,1,0.05,37.138,59,0.993,1412.839
1080.999,104.09,100,0,1,0.05,37.916,58,0.992,1413.837
1081.999,103.93,100,0,1,0.05,38.286,60,0.993,1414.837
1083,103.93,100,0,1,0.05,37.906,60,0.992,1415.838
1084.001,103.74,100,0,1,0.05,37.375,59,0.993,1416.839
1085.001,104.04,100,0,1,0.05,37.783,58,0.992,1417.839
1086,103.94,100,0,1,0.05,36.892,58,0.992,1418.838
1087.001,104.09,100,0,1,0.05,37.65,58,0.993,1419.839
1088,103.93,100,0,1,0.049,36.75,58,0.993,1420.838
1089,104.21,100,0,1,0.05,37.641,58,0.993,1421.838
1089.999,104.43,100,0,1,0.049,37.025,57,0.992,1422.837
1091,103.88,100,0,1,0.049,37.262,58,0.992,1423.838
1091.999,104.54,100,0,1,0.049,37.783,59,0.993,1424.837
1093.001,104.26,100,0,1,0.049,37.641,57,0.994,1425.839
1094,104,100,0,1,0.049,37.385,58,0.993,1426.838
1095,104.56,100,0,1,0.05,38.039,59,0.992,1427.838
1096,104.27,100,0,1,0.05,37.518,57,0.993,1428.838
1097.001,104.46,100,0,1,0.05,37.262,60,0.992,1429.839
1097.999,104.36,100,0,1,0.049,37.129,57,0.993,1430.837
1099,104.76,100,0,1,0.049,37.281,57,0.993,1431.838
1100.003,104.8,100,0,1,0.049,37.527,58,0.993,1432.841
1101,104.43,100,0,1,0.05,38.02,58,0.993,1433.838
1102,104.68,100,0,1,0.049,37.897,57,0.994,1434.838
1103.001,104.55,100,0,1,0.05,37.518,57,0.992,1435.839
1104,104.4,100,0,1,0.049,37.65,59,0.993,1436.838
1105,104.45,100,0,1,0.05,37.877,57,0.992,1437.838
1105.999,104.62,100,0,1,0.049,37.774,59,0.991,1438.837
1106.999,104.56,100,0,1,0.049,37.906,60,0.992,1439.837
1107.999,104.55,100,0,1,0.05,37.527,57,0.993,1440.837
1109.002,104.6,100,0,1,0.05,37.774,59,0.993,1441.84
1109.999,104.98,100,0,1,0.05,37.67,58,0.992,1442.837
1111.001,104.8,100,0,1,0.05,37.803,60,0.993,1443.839
1112,105.13,100,0,1,0.049,38.153,59,0.993,1444.838
1113,104.66,100,0,1,0.05,37.65,59,0.993,1445.838
1114,104.71,100,0,1,0.049,37.262,58,0.993,1446.838
1115,104.71,100,0,1,0.05,37.394,60,0.993,1447.838
1115.999,104.98,100,0,1,0.05,37.385,57,0.992,1448.837
1117,105.08,100,0,1,0.05,37.774,60,0.993,1449.838
1118,105,100,0,1,0.049,37.906,58,0.993,1450.838
1119.002,104.97,100,0,1,0.049,36.892,59,0.994,1451.84
1120.001,104.71,100,0,1,0.049,37.774,59,0.994,1452.839
1121,105.32,100,0,1,0.05,37.631,57,0.991,1453.838
1122.001,105.04,100,0,1,0.049,38.03,57,0.992,1454.839
1122.999,105.15,100,0,1,0.049,37.793,59,0.993,1455.837
1123.999,105.04,100,0,1,0.049,37.774,57,0.993,1456.837
1125,105.13,100,0,1,0.049,37.262,60,0.99,1457.838
1125.999,105.22,100,0,1,0.049,37.508,60,0.995,1458.837
1126.999,105.39,100,0,1,0.05,37.783,57,0.992,1459.837
1128,105.2,100,0,1,0.05,37.385,59,0.994,1460.838
1129.001,105.01,100,0,1,0.049,37.508,60,0.993,1461.839
1130.001,105.57,100,0,1,0.049,37.518,59,0.993,1462.839
1130.999,105.28,100,0,1,0.049,37.527,59,0.994,1463.837
1132.001,105.25,100,0,1,0.049,37.404,58,0.993,1464.839
1132.999,105.53,100,0,1,0.05,37.518,58,0.993,1465.837
1134.001,105.37,100,0,1,0.049,37.66,59,0.993,1466.839
1135,105.57,100,0,1,0.05,37.793,57,0.991,1467.838
1136,105.31,100,0,1,0.05,37.641,59,0.993,1468.838
1137,105.58,100,0,1,0.05,37.158,60,0.993,1469.838
1137.999,105.43,100,0,1,0.049,37.375,60,0.993,1470.837
1139,105.53,100,0,1,0.05,37.641,60,0.992,1471.838
1140.001,105.43,100,0,1,0.05,38.276,60,0.993,1472.839
1141,105.65,100,0,1,0.05,37.774,57,0.993,1473.838
1141.999,105.59,100,0,1,0.05,37.271,59,0.992,1474.837
1143.001,105.84,100,0,1,0.049,37.498,57,0.993,1475.839
1144,105.73,100,0,1,0.049,37.906,58,0.993,1476.838
1145,105.51,100,0,1,0.049,37.394,57,0.994,1477.838
1146.002,105.43,100,0,1,0.049,38.039,60,0.994,1478.84
1146.999,105.86,100,0,1,0.05,36.636,57,0.993,1479.837
1147.999,105.44,100,0,1,0.05,37.394,59,0.993,1480.837
1149.001,105.61,100,0,1,0.05,37.158,57,0.993,1481.839
1150,105.74,100,0,1,0.05,37.65,60,0.993,1482.838
1151,105.51,100,0,1,0.049,37.518,58,0.992,1483.838
1152,105.8,100,0,1,0.05,37.527,58,0.992,1484.838
1152.999,105.92,100,0,1,0.05,36.882,58,0.992,1485.837
1153.999,105.75,100,0,1,0.049,37.394,58,0.993,1486.837
1154.999,105.96,100,0,1,0.049,38.049,58,0.992,1487.837
1155.999,105.95,100,0,1,0.049,37.67,59,0.992,1488.837
1156.999,105.96,100,0,1,0.049,38.295,58,0.993,1489.837
1157.999,105.98,100,0,1,0.049,38.02,60,0.992,1490.837
1158.999,105.94,100,0,1,0.05,37.518,57,0.993,1491.837
1160.001,106.06,100,0,1,0.049,37.887,59,0.992,1492.839
1161.001,105.79,100,0,1,0.049,36.892,59,0.991,1493.839
1162,106.23,100,0,1,0.05,37.65,57,0.993,1494.838
1163,105.95,100,0,1,0.05,37.783,57,0.993,1495.838
1164,106,100,0,1,0.049,37.65,58,0.992,1496.838
1164.999,106.22,100,0,1,0.049,37.138,58,0.995,1497.837
1165.999,106.1,100,0,1,0.05,37.641,59,0.993,1498.837
1166.999,106.13,100,0,1,0.05,37.66,57,0.993,1499.837
1167.999,106.33,100,0,1,0.05,37.527,59,0.993,1500.837
1168.999,106.06,100,0,1,0.049,37.916,58,0.993,1501.837
1170,106.21,100,0,1,0.049,38.039,57,0.994,1502.838
1170.999,106.44,100,0,1,0.05,37.518,60,0.993,1503.837
1171.999,106.22,100,0,1,0.05,37.518,59,0.993,1504.837
1173,106.35,100,0,1,0.05,37.281,60,0.992,1505.838
1173.999,106.45,100,0,1,0.049,37.394,58,0.99,1506.837
1175.002,106.39,100,0,1,0.049,37.887,57,0.993,1507.84
1175.999,106.2,100,0,1,0.049,37.527,60,0.993,1508.837
1176.999,106.44,100,0,1,0.049,37.281,59,0.992,1509.837
1178.001,106.58,100,0,1,0.049,38.049,58,0.993,1510.839
1179.001,106.7,100,0,1,0.049,37.518,59,0.993,1511.839
1180,106.59,100,0,1,0.05,37.65,57,0.993,1512.838
1181,106.27,100,0,1,0.049,37.537,59,0.993,1513.838
1182.001,106.54,100,0,1,0.05,37.394,59,0.992,1514.839
1182.999,106.4,100,0,1,0.049,37.414,57,0.993,1515.837
1183.999,106.69,100,0,1,0.05,37.887,60,0.993,1516.837
1185,106.47,100,0,1,0.05,37.394,57,0.994,1517.838
1185.999,106.48,100,0,1,0.05,37.774,59,0.992,1518.837
1186.999,106.39,100,0,1,0.05,37.508,57,0.993,1519.837
1187.999,106.59,100,0,1,0.05,37.518,60,0.993,1520.837
1189.001,106.66,100,0,1,0.049,36.41,58,0.993,1521.839
1190,106.83,100,0,1,0.048,34.904,60,0.993,1522.838
1190.999,106.57,100,0,1,0.047,34.811,58,0.995,1523.837
1192,106.75,100,0,1,0.047,35.077,58,0.993,1524.838
1193.001,106.73,100,0,1,0.047,34.668,58,0.994,1525.839
1193.999,106.59,100,0,1,0.047,34.944,58,0.993,1526.837
1195,106.52,100,0,1,0.047,35.313,60,0.993,1527.838
1196,106.71,100,0,1,0.048,35.19,58,0.994,1528.838
1197.001,106.39,100,0,1,0.048,35.662,60,0.993,1529.839
1198,106.68,100,0,1,0.048,36.164,60,0.992,1530.838
1199,106.81,100,0,1,0.048,35.632,60,0.993,1531.838
1200,106.87,100,0,1,0.049,36.051,60,0.993,1532.838
1201,106.95,100,0,1,0.049,36.819,59,0.992,1533.838
1201.999,106.7,100,0,1,0.049,36.523,58,0.992,1534.837
1202.999,106.37,100,0,1,0.049,37.281,59,0.993,1535.837
1203.999,107.11,100,0,1,0.049,36.4,58,0.993,1536.837
1204.999,107.12,100,0,1,0.049,37.301,59,0.991,1537.837
1206,106.8,100,0,1,0.049,36.779,60,0.993,1538.838
1206.999,106.73,100,0,1,0.049,36.902,58,0.993,1539.837
1207.999,107.25,100,0,1,0.049,37.547,59,0.992,1540.837
1208.999,106.94,100,0,1,0.049,37.291,60,0.993,1541.837
1210,106.72,100,0,1,0.049,37.035,59,0.993,1542.838
1211,107.13,100,0,1,0.049,36.902,58,0.994,1543.838
1211.999,107.17,100,0,1,0.049,37.793,57,0.993,1544.837
1212.999,107.01,100,0,1,0.049,37.148,59,0.992,1545.837
1213.999,106.65,100,0,1,0.049,37.035,60,0.991,1546.837
1214.999,106.95,100,0,1,0.049,37.025,59,0.993,1547.837
1216,106.98,100,0,1,0.049,37.69,60,0.992,1548.838
1216.999,107.04,100,0,1,0.049,37.641,59,0.993,1549.837
1218,107.09,100,0,1,0.049,37.404,59,0.993,1550.838
1218.999,106.7,100,0,1,0.049,37.271,58,0.992,1551.837
1219.999,107.07,100,0,1,0.049,37.557,57,0.994,1552.837
1221,107.08,100,0,1,0.049,37.271,60,0.993,1553.838
1222,106.93,100,0,1,0.049,37.404,58,0.993,1554.838
1223,107.05,100,0,1,0.049,37.547,59,0.994,1555.838
1224,106.86,100,0,1,0.049,37.404,59,0.994,1556.838
1225,107.22,100,0,1,0.049,37.414,57,0.995,1557.838
1226,107.11,100,0,1,0.049,37.527,57,0.993,1558.838
1226.999,107.11,100,0,1,0.049,37.527,58,0.992,1559.837
1227.999,107.03,100,0,1,0.049,38.059,59,0.993,1560.837
1229,106.67,100,0,1,0.049,37.65,58,0.993,1561.838
1230.001,107.18,100,0,1,0.049,37.547,57,0.992,1562.839
1231,107.09,100,0,1,0.049,37.783,58,0.993,1563.838
1231.999,107.24,100,0,1,0.049,37.537,58,0.992,1564.837
1232.999,106.79,100,0,1,0.049,37.271,59,0.992,1565.837
1233.999,107.11,100,0,1,0.049,37.68,60,0.992,1566.837
1234.999,107.16,100,0,1,0.049,36.902,57,0.993,1567.837
1236,107.29,100,0,1,0.049,37.262,59,0.994,1568.838
1237.002,107.09,100,0,1,0.049,37.271,59,0.993,1569.84
1237.999,107.12,100,0,1,0.049,37.906,58,0.993,1570.837
1238.999,107.03,100,0,1,0.049,36.873,60,0.993,1571.837
1239.999,107.07,100,0,1,0.049,38.039,60,0.993,1572.837
1241.002,107.26,100,0,1,0.049,37.025,60,0.993,1573.84
1242.003,107.31,100,0,1,0.049,37.424,59,0.994,1574.841
1243,107.17,100,0,1,0.049,37.66,59,0.993,1575.838
1243.999,107.11,100,0,1,0.049,37.527,60,0.994,1576.837
1245.001,107.4,100,0,1,0.049,37.262,59,0.993,1577.839
1246,107.44,100,0,1,0.049,37.527,58,0.994,1578.838
1247,107.29,100,0,1,0.049,36.912,57,0.993,1579.838
1248,107.41,100,0,1,0.049,37.394,60,0.993,1580.838
1249,107.39,100,0,1,0.049,37.414,57,0.993,1581.838
1250,107.55,100,0,1,0.049,36.769,59,0.993,1582.838
1251.001,107.52,100,0,1,0.049,37.015,57,0.993,1583.839
1252,107.17,100,0,1,0.049,37.65,58,0.994,1584.838
1253,107.6,100,0,1,0.049,37.518,59,0.993,1585.838
1253.999,107.3,100,0,1,0.049,37.281,57,0.993,1586.837
1255,107.42,100,0,1,0.049,37.385,60,0.993,1587.838
1256.003,107.42,100,0,1,0.049,38.03,60,0.993,1588.841
1256.999,107.18,100,0,1,0.049,37.66,59,0.993,1589.837
1257.999,107.56,100,0,1,0.049,37.138,59,0.993,1590.837
1259,107.17,100,0,1,0.049,37.301,60,0.993,1591.838
1260,107.5,100,0,1,0.05,37.414,57,0.994,1592.838
1261.001,107.56,100,0,1,0.049,37.148,58,0.992,1593.839
1261.999,107.27,100,0,1,0.049,37.527,59,0.992,1594.837
1263.001,107.38,100,0,1,0.049,38.049,59,0.993,1595.839
1264,107.5,100,0,1,0.049,36.882,59,0.993,1596.838
1264.999,107.15,100,0,1,0.049,37.518,57,0.993,1597.837
1265.999,107.55,100,0,1,0.049,37.385,60,0.993,1598.837
1267,107.35,100,0,1,0.049,37.158,59,0.994,1599.838
1267.999,107.6,100,0,1,0.049,36.626,58,0.992,1600.837
1269,107.52,100,0,1,0.049,37.65,59,0.992,1601.838
1270.001,107.37,100,0,1,0.049,37.65,57,0.99,1602.839
1271,107.35,100,0,1,0.049,38.039,58,0.993,1603.838
1272.002,107.2,100,0,1,0.049,36.892,60,0.993,1604.84
1272.999,107.37,100,0,1,0.049,37.414,58,0.992,1605.837
1274.001,107.39,100,0,1,0.049,37.404,58,0.993,1606.839
1275.001,107.37,100,0,1,0.049,37.547,57,0.993,1607.839
1275.999,107.13,100,0,1,0.049,37.783,58,0.993,1608.837
1277.001,107.63,100,0,1,0.049,37.906,59,0.994,1609.839
1278,107.39,100,0,1,0.049,37.897,57,0.994,1610.838
1279,107.39,100,0,1,0.049,37.897,58,0.993,1611.838
1279.999,107.43,100,0,1,0.049,37.281,57,0.993,1612.837
1281.001,107.43,100,0,1,0.049,37.138,59,0.993,1613.839
1282,107.09,100,0,1,0.049,37.65,60,0.993,1614.838
1283,107.3,100,0,1,0.049,37.138,57,0.993,1615.838
1284,107.66,100,0,1,0.049,37.518,57,0.993,1616.838
1285,107.59,100,0,1,0.049,38.049,60,0.993,1617.838
1285.999,107.6,100,0,1,0.049,37.158,57,0.993,1618.837
1287,107.78,100,0,1,0.049,37.404,58,0.992,1619.838
1287.999,107.64,100,0,1,0.049,37.67,58,0.994,1620.837
1289.001,107.76,100,0,1,0.049,37.66,59,0.994,1621.839
1290,107.76,100,0,1,0.049,37.527,59,0.993,1622.838
1291,107.62,100,0,1,0.049,37.65,60,0.992,1623.838
1292,107.34,100,0,1,0.049,37.015,60,0.994,1624.838
1293,107.44,100,0,1,0.049,37.537,59,0.993,1625.838
1293.999,107.48,100,0,1,0.049,37.66,57,0.993,1626.837
1295,107.46,100,0,1,0.049,37.803,59,0.993,1627.838
1296,107.59,100,0,1,0.049,37.025,59,0.993,1628.838
1297.001,107.55,100,0,1,0.049,37.65,57,0.993,1629.839
1298.001,107.66,100,0,1,0.049,37.537,58,0.993,1630.839
1299,107.44,100,0,1,0.049,37.281,57,0.992,1631.838
1300,107.29,100,0,1,0.049,37.803,59,0.993,1632.838
1301,107.71,100,0,1,0.049,37.547,58,0.992,1633.838
