# ==============================================,,,,,,,,,
# TCC - Log de Teste de Envelhecimento,,,,,,,,,
# ==============================================,,,,,,,,,
# Data/Hora Início: 2026-01-10 11:52:13,,,,,,,,,
# ,,,,,,,,,
# PARÂMETROS PID (FIXOS):,,,,,,,,,
#   Kp = 2.780000,,,,,,,,,
#   Ki = 0.00106000,,,,,,,,,
#   Kd = 5.000000,,,,,,,,,
# ,,,,,,,,,
# MODELO FOPDT IDENTIFICADO:,,,,,,,,,
#   G(s) = 1.56 * exp(-150.6s) / (1307.2s + 1),,,,,,,,,
#   K = 1.56 °C/%,,,,,,,,,
#   θ = 150.6 s,,,,,,,,,
#   τ = 1307.2 s,,,,,,,,,
# ,,,,,,,,,
# CONFIGURAÇÃO:,,,,,,,,,
#   Taxa de Rampa: 1.0 °C/s,,,,,,,,,
#   Intervalo de Amostragem: 1000 ms,,,,,,,,,
#   Janela PWM (SSR): 5000 ms,,,,,,,,,
# ,,,,,,,,,
# LIMITES DE SEGURANÇA:,,,,,,,,,
#   Temp. Máx. Forno: 130.0 °C,,,,,,,,,
#   Temp. Máx. DUT: 130.0 °C,,,,,,,,,
#   Corrente Máx. PSU: 1.5 A,,,,,,,,,
# ==============================================,,,,,,,,,
# ,,,,,,,,,
time_sec,oven_temp_c,oven_setpoint_c,oven_output_pct,psu_voltage_v,psu_current_a,dut_temp_c,dut_slack,dut_volt,
288.999,58.06,100,100,1,0.049,36.769,58,0.996,621.837
289.999,58.08,100,100,1,0.049,37.803,60,0.994,622.837
290.999,58.16,100,100,1,0.049,37.148,59,0.994,623.837
291.999,58.17,100,100,1,0.049,37.518,60,0.993,624.837
292.999,58.35,100,100,1,0.049,37.025,60,0.992,625.837
293.999,58.39,100,100,1,0.049,37.138,60,0.993,626.837
294.999,58.46,100,100,1,0.049,37.281,59,0.994,627.837
295.999,58.6,100,100,1,0.05,37.271,60,0.993,628.837
296.999,58.65,100,100,1,0.049,37.537,60,0.993,629.837
298,58.72,100,100,1,0.049,37.281,60,0.993,630.838
298.999,58.78,100,100,1,0.049,37.148,60,0.992,631.837
299.999,58.92,100,100,1,0.049,37.035,60,0.994,632.837
300.999,59,100,100,1,0.049,37.547,60,0.993,633.837
301.999,59.1,100,100,1,0.049,37.414,58,0.993,634.837
302.999,59.17,100,100,1,0.05,37.518,60,0.993,635.837
303.999,59.2,100,100,1,0.049,37.262,60,0.993,636.837
304.999,59.31,100,100,1,0.049,37.66,60,0.993,637.837
306,59.37,100,100,1,0.049,37.168,60,0.993,638.838
306.999,59.48,100,100,1,0.049,37.424,60,0.993,639.837
307.999,59.58,100,100,1,0.049,37.424,58,0.994,640.837
308.999,59.58,100,100,1,0.049,37.783,58,0.992,641.837
309.999,59.7,100,100,1,0.049,37.547,58,0.993,642.837
310.999,59.76,100,100,1,0.05,36.882,58,0.992,643.837
312,59.92,100,100,1,0.05,37.148,60,0.993,644.838
312.999,59.91,100,100,1,0.049,37.271,60,0.993,645.837
313.999,60.05,100,100,1,0.05,37.66,60,0.994,646.837
314.999,60.12,100,100,1,0.05,37.557,60,0.993,647.837
315.999,60.15,100,100,1,0.049,37.148,59,0.992,648.837
316.999,60.26,100,100,1,0.049,36.646,59,0.993,649.837
317.999,60.37,100,100,1,0.05,37.262,60,0.994,650.837
318.999,60.41,100,100,1,0.049,37.158,60,0.993,651.837
319.999,60.31,100,100,1,0.049,36.922,59,0.993,652.837
320.999,60.58,100,100,1,0.049,37.537,60,0.995,653.837
321.999,60.63,100,100,1,0.05,36.912,60,0.993,654.837
322.999,60.66,100,100,1,0.05,37.385,60,0.993,655.837
323.999,60.72,100,100,1,0.049,37.291,60,0.994,656.837
324.999,60.76,100,100,1,0.049,37.015,59,0.994,657.837
325.999,60.94,100,100,1,0.049,37.527,58,0.993,658.837
326.999,60.95,100,100,1,0.049,37.68,59,0.994,659.837
327.999,61.05,100,100,1,0.049,37.252,60,0.993,660.837
328.999,61.17,100,100,1,0.049,37.168,59,0.994,661.837
329.999,61.17,100,100,1,0.049,37.66,58,0.992,662.837
330.999,61.25,100,100,1,0.049,36.513,60,0.994,663.837
331.999,61.24,100,100,1,0.049,37.424,59,0.993,664.837
332.999,61.38,100,100,1,0.049,37.301,60,0.994,665.837
333.999,61.46,100,100,1,0.05,36.902,58,0.992,666.837
334.999,61.57,100,100,1,0.049,37.926,59,0.993,667.837
335.999,61.63,100,100,1,0.049,37.414,58,0.993,668.837
337,61.84,100,100,1,0.049,37.035,58,0.993,669.838
337.999,61.84,100,100,1,0.049,37.518,58,0.994,670.837
338.999,61.99,100,100,1,0.049,36.922,58,0.993,671.837
339.999,61.86,100,100,1,0.049,37.547,58,0.993,672.837
340.999,62.11,100,100,1,0.049,36.892,60,0.994,673.837
341.999,62.05,100,100,1,0.049,37.537,60,0.994,674.837
342.999,62.17,100,100,1,0.049,37.148,59,0.994,675.837
343.999,62.34,100,100,1,0.049,37.65,58,0.993,676.837
344.999,62.41,100,100,1,0.049,37.803,58,0.992,677.837
345.999,62.44,100,100,1,0.049,37.414,60,0.995,678.837
346.999,62.56,100,100,1,0.049,37.65,60,0.992,679.837
347.999,62.56,100,100,1,0.049,37.138,60,0.993,680.837
348.999,62.75,100,100,1,0.05,37.025,60,0.995,681.837
349.999,62.74,100,100,1,0.049,37.271,60,0.994,682.837
351.001,62.86,100,100,1,0.049,37.547,59,0.993,683.839
351.999,62.84,100,100,1,0.049,37.158,60,0.993,684.837
352.999,63.08,100,100,1,0.049,37.537,59,0.991,685.837
354,63,100,100,1,0.05,37.025,60,0.993,686.838
354.999,63.15,100,100,1,0.049,37.537,59,0.994,687.837
355.999,63.21,100,100,1,0.049,37.158,59,0.993,688.837
357.001,63.43,100,100,1,0.05,37.527,58,0.992,689.839
358.001,63.37,100,100,1,0.05,36.882,58,0.995,690.839
359,63.54,100,100,1,0.049,37.035,59,0.994,691.838
360.001,63.57,100,100,1,0.049,37.281,60,0.993,692.839
360.999,63.63,100,100,1,0.049,37.803,60,0.994,693.837
361.999,63.67,100,100,1,0.049,37.148,60,0.992,694.837
363,63.67,100,100,1,0.049,37.148,58,0.994,695.838
364,63.84,100,100,1,0.049,37.404,60,0.993,696.838
365,63.86,100,100,1,0.049,37.527,58,0.994,697.838
365.999,63.95,100,100,1,0.049,37.271,58,0.993,698.837
366.999,64.05,100,100,1,0.05,37.68,59,0.993,699.837
367.999,64.13,100,100,1,0.049,37.138,60,0.993,700.837
368.999,64.14,100,100,1,0.049,37.783,61,0.993,701.837
369.999,64.2,100,100,1,0.049,37.158,59,0.994,702.837
371,64.35,100,100,1,0.049,37.547,58,0.993,703.838
371.999,64.44,100,100,1,0.049,36.922,59,0.993,704.837
373,64.41,100,100,1,0.049,37.547,60,0.993,705.838
374,64.43,100,100,1,0.049,37.537,58,0.993,706.838
374.999,64.51,100,100,1,0.049,37.281,58,0.995,707.837
376,64.65,100,100,1,0.049,37.168,59,0.993,708.838
376.999,64.62,100,100,1,0.05,37.281,58,0.993,709.837
378.002,64.74,100,100,1,0.049,36.892,58,0.994,710.84
378.999,64.8,100,100,1,0.049,37.291,58,0.992,711.837
380,64.85,100,100,1,0.049,36.912,60,0.993,712.838
380.999,64.9,100,100,1,0.049,36.892,59,0.993,713.837
382.001,64.98,100,100,1,0.049,37.537,60,0.994,714.839
382.999,65.01,100,100,1,0.05,36.779,61,0.992,715.837
384,65.01,100,100,1,0.05,37.291,60,0.994,716.838
385,65.11,100,100,1,0.049,37.424,59,0.993,717.838
386.001,65.1,100,100,1,0.05,37.158,60,0.993,718.839
387,65.19,100,100,1,0.05,37.537,60,0.994,719.838
387.999,65.28,100,100,1,0.05,37.793,60,0.994,720.837
389,65.3,100,100,1,0.05,37.035,60,0.992,721.838
389.999,65.31,100,100,1,0.05,37.641,59,0.994,722.837
391,65.41,100,100,1,0.05,37.271,60,0.993,723.838
391.999,65.53,100,100,1,0.05,37.537,59,0.992,724.837
392.999,65.56,100,100,1,0.05,37.557,59,0.992,725.837
393.999,65.62,100,100,1,0.05,37.271,60,0.994,726.837
395,65.78,100,100,1,0.049,36.892,60,0.993,727.838
395.999,65.8,100,100,1,0.049,37.537,61,0.994,728.837
397.001,65.95,100,100,1,0.05,37.641,58,0.993,729.839
398,65.92,100,100,1,0.049,37.793,60,0.993,730.838
399,66.06,100,100,1,0.05,37.783,59,0.993,731.838
399.999,66.18,100,100,1,0.049,37.537,59,0.994,732.837
401,66.22,100,100,1,0.049,37.414,60,0.995,733.838
402.001,66.24,100,100,1,0.05,37.138,59,0.994,734.839
403,66.33,100,100,1,0.049,37.404,59,0.993,735.838
404,66.36,100,100,1,0.049,36.902,59,0.993,736.838
405.001,66.39,100,100,1,0.049,38.059,60,0.994,737.839
406,66.48,100,100,1,0.05,37.69,60,0.993,738.838
407.001,66.58,100,100,1,0.05,37.926,60,0.995,739.839
408.001,66.7,100,100,1,0.05,37.527,61,0.994,740.839
408.999,66.84,100,100,1,0.05,36.882,58,0.993,741.837
410.001,66.83,100,100,1,0.05,37.547,60,0.993,742.839
410.999,66.95,100,100,1,0.049,37.252,60,0.993,743.837
411.999,66.96,100,100,1,0.05,37.271,60,0.993,744.837
412.999,66.91,100,100,1,0.05,37.148,59,0.994,745.837
414.002,67.05,100,100,1,0.05,36.759,59,0.994,746.84
414.999,67.11,100,100,1,0.05,37.394,60,0.993,747.837
415.999,67.21,100,100,1,0.05,37.158,58,0.994,748.837
416.999,67.32,100,100,1,0.05,37.537,60,0.994,749.837
417.999,67.4,100,100,1,0.05,37.404,60,0.994,750.837
418.999,67.37,100,100,1,0.05,37.641,60,0.993,751.837
419.999,67.49,100,100,1,0.05,37.394,60,0.994,752.837
420.999,67.67,100,100,1,0.05,37.168,60,0.992,753.837
421.999,67.64,100,100,1,0.05,36.912,58,0.992,754.837
422.999,67.77,100,100,1,0.05,37.537,60,0.993,755.837
423.999,67.8,100,100,1,0.05,37.158,59,0.993,756.837
424.999,67.97,100,100,1,0.05,37.65,60,0.994,757.837
426.001,67.98,100,100,1,0.05,37.271,60,0.993,758.839
426.999,68.03,100,100,1,0.05,36.902,59,0.993,759.837
428,68.17,100,100,1,0.05,38.01,59,0.993,760.838
428.999,68.02,100,100,1,0.05,37.414,58,0.993,761.837
430,68.15,100,100,1,0.05,37.404,60,0.993,762.838
430.999,68.31,100,100,1,0.05,37.025,58,0.993,763.837
432,68.33,100,100,1,0.05,37.764,58,0.993,764.838
432.999,68.41,100,100,1,0.05,36.656,60,0.994,765.837
434.001,68.55,100,100,1,0.05,37.281,59,0.993,766.839
435,68.69,100,100,1,0.05,37.271,58,0.994,767.838
435.999,68.81,100,100,1,0.05,37.291,60,0.994,768.837
436.999,68.82,100,100,1,0.05,37.537,59,0.993,769.837
438,68.96,100,100,1,0.05,37.404,58,0.993,770.838
438.999,69.06,100,100,1,0.05,37.281,58,0.993,771.837
439.999,69.08,100,100,1,0.05,37.385,59,0.994,772.837
440.999,69.13,100,100,1,0.049,37.547,60,0.994,773.837
442,69.35,100,100,1,0.05,37.793,59,0.993,774.838
442.999,69.28,100,100,1,0.05,36.892,60,0.995,775.837
443.999,69.56,100,100,1,0.05,37.138,60,0.992,776.837
444.999,69.56,100,100,1,0.049,37.518,58,0.995,777.837
445.999,69.57,100,100,1,0.049,37.281,60,0.993,778.837
446.999,69.62,100,100,1,0.05,37.148,59,0.994,779.837
447.999,69.69,100,100,1,0.05,36.769,60,0.995,780.837
449.001,69.74,100,100,1,0.049,37.025,58,0.993,781.839
450,69.78,100,100,1,0.049,37.129,59,0.993,782.838
450.999,69.97,100,100,1,0.049,37.138,60,0.993,783.837
451.999,70.03,100,100,1,0.049,36.902,60,0.994,784.837
452.999,70.03,100,100,1,0.049,37.67,60,0.993,785.837
453.999,70.12,100,100,1,0.049,37.67,60,0.994,786.837
454.999,70.25,100,100,1,0.049,37.138,60,0.993,787.837
455.999,70.34,100,100,1,0.049,37.567,58,0.994,788.837
457,70.39,100,100,1,0.049,37.006,60,0.995,789.838
457.999,70.45,100,100,1,0.049,37.148,59,0.993,790.837
458.999,70.51,100,100,1,0.049,37.394,59,0.993,791.837
459.999,70.66,100,100,1,0.049,38.039,59,0.993,792.837
461,70.64,100,100,1,0.049,37.148,59,0.994,793.838
462.001,70.62,100,100,1,0.049,37.69,60,0.995,794.839
462.999,70.76,100,100,1,0.049,38.03,59,0.994,795.837
463.999,70.9,100,100,1,0.049,37.537,59,0.994,796.837
464.999,70.87,100,100,1,0.049,37.518,59,0.993,797.837
465.999,70.92,100,100,1,0.049,37.557,61,0.994,798.837
466.999,71.03,100,100,1,0.049,37.271,59,0.993,799.837
467.999,71.19,100,100,1,0.049,37.906,60,0.995,800.837
468.999,71.26,100,100,1,0.049,37.434,59,0.995,801.837
469.999,71.2,100,100,1,0.049,37.537,60,0.994,802.837
470.999,71.2,100,100,1,0.049,36.873,58,0.993,803.837
472.001,71.44,100,100,1,0.049,37.281,58,0.994,804.839
472.999,71.36,100,100,1,0.049,37.025,60,0.993,805.837
473.999,71.55,100,100,1,0.049,37.527,58,0.993,806.837
474.999,71.63,100,100,1,0.049,37.67,60,0.994,807.837
475.999,71.72,100,100,1,0.049,38.03,59,0.993,808.837
476.999,71.73,100,100,1,0.049,37.138,61,0.993,809.837
478.001,71.8,100,100,1,0.049,37.547,60,0.993,810.839
478.999,71.88,100,100,1,0.049,37.66,59,0.993,811.837
480,72.09,100,100,1,0.049,37.281,60,0.994,812.838
481,72.07,100,100,1,0.049,37.537,59,0.993,813.838
481.999,72.1,100,100,1,0.049,36.759,60,0.995,814.837
483,72.08,100,100,1,0.049,37.518,60,0.995,815.838
483.999,72.41,100,100,1,0.049,37.547,58,0.993,816.837
485,72.29,100,100,1,0.049,38.039,60,0.994,817.838
486,72.33,100,100,1,0.049,37.527,61,0.993,818.838
487.001,72.53,100,100,1,0.049,37.66,60,0.994,819.839
488.001,72.57,100,100,1,0.049,37.262,60,0.993,820.839
489.001,72.6,100,100,1,0.049,37.424,60,0.993,821.839
490,72.71,100,100,1,0.049,37.537,60,0.993,822.838
491,72.74,100,100,1,0.049,37.281,60,0.993,823.838
492,72.75,100,100,1,0.049,37.424,58,0.995,824.838
493,72.91,100,100,1,0.049,37.68,60,0.993,825.838
494.001,72.87,100,100,1,0.049,37.527,59,0.993,826.839
495.001,73.05,100,100,1,0.049,36.626,58,0.993,827.839
496.002,72.91,100,100,1,0.049,37.926,59,0.993,828.84
497,73.13,100,100,1,0.049,36.759,59,0.993,829.838
497.999,73.26,100,100,1,0.049,37.793,60,0.994,830.837
499,73.19,100,100,1,0.049,36.892,58,0.995,831.838
499.999,73.34,100,100,1,0.049,38.049,58,0.994,832.837
501,73.45,100,100,1,0.049,37.262,60,0.991,833.838
502,73.54,100,100,1,0.049,37.793,60,0.994,834.838
502.999,73.61,100,100,1,0.049,37.537,58,0.994,835.837
504,73.8,100,100,1,0.049,37.537,60,0.994,836.838
505,73.73,100,100,1,0.049,36.892,59,0.996,837.838
506.001,73.92,100,100,1,0.049,37.035,61,0.993,838.839
507,73.86,100,100,1,0.049,36.902,58,0.994,839.838
508,73.98,100,100,1,0.049,37.138,60,0.995,840.838
509,74,100,100,1,0.049,36.759,60,0.994,841.838
510,74.1,100,100,1,0.049,36.902,58,0.993,842.838
511.001,74.21,100,100,1,0.049,37.025,58,0.993,843.839
512,74.3,100,100,1,0.049,37.271,60,0.994,844.838
512.999,74.19,100,100,1,0.049,37.404,60,0.994,845.837
513.999,74.33,100,100,1,0.049,37.262,60,0.994,846.837
514.999,74.64,100,100,1,0.049,37.301,60,0.992,847.837
516,74.57,100,100,1,0.049,36.902,59,0.994,848.838
517,74.65,100,100,1,0.049,37.178,60,0.994,849.838
517.999,74.69,100,100,1,0.049,37.424,60,0.994,850.837
519.001,74.84,100,100,1,0.049,37.394,59,0.993,851.839
519.999,74.86,100,100,1,0.049,37.281,59,0.993,852.837
520.999,74.94,100,100,1,0.049,37.537,60,0.993,853.837
522,74.93,100,100,1,0.049,37.158,60,0.994,854.838
522.999,75.01,100,100,1,0.049,37.783,59,0.993,855.837
524.001,75.1,100,100,1,0.049,37.291,58,0.993,856.839
525,75.24,100,100,1,0.049,37.015,59,0.991,857.838
526,75.13,100,100,1,0.049,37.66,60,0.993,858.838
527,75.3,100,100,1,0.049,37.281,58,0.992,859.838
527.999,75.34,100,100,1,0.049,37.527,58,0.993,860.837
528.999,75.45,100,100,1,0.049,37.65,58,0.993,861.837
530.003,75.5,100,100,1,0.049,37.803,60,0.992,862.841
531.001,75.51,100,100,1,0.049,37.262,60,0.993,863.839
532.001,75.66,100,100,1,0.049,37.65,60,0.993,864.839
533,75.64,100,100,1,0.049,37.527,58,0.993,865.838
534,75.69,100,100,1,0.049,37.527,60,0.994,866.838
534.999,75.75,100,100,1,0.049,37.803,60,0.993,867.837
535.999,75.93,100,100,1,0.049,36.646,58,0.993,868.837
537,75.89,100,100,1,0.049,37.547,60,0.993,869.838
538,75.97,100,100,1,0.049,37.158,60,0.993,870.838
539.002,76.06,100,100,1,0.049,37.414,60,0.993,871.84
539.999,76.05,100,100,1,0.049,37.641,58,0.993,872.837
540.999,76.22,100,100,1,0.049,37.783,60,0.993,873.837
542,76.33,100,100,1,0.049,36.617,58,0.993,874.838
542.999,76.35,100,100,1,0.049,37.537,58,0.993,875.837
543.999,76.28,100,100,1,0.049,36.779,59,0.995,876.837
545,76.35,100,100,1,0.049,36.779,60,0.993,877.838
545.999,76.54,100,100,1,0.049,37.158,58,0.992,878.837
547,76.62,100,100,1,0.049,37.527,59,0.993,879.838
547.999,76.6,100,100,1,0.049,37.281,57,0.995,880.837
548.999,76.73,100,100,1,0.049,37.66,58,0.993,881.837
549.999,76.83,100,100,1,0.049,36.636,59,0.992,882.837
550.999,76.85,100,100,1,0.049,37.271,58,0.993,883.837
552,76.97,100,100,1,0.049,37.66,58,0.994,884.838
553.001,77.08,100,100,1,0.049,37.547,60,0.995,885.839
553.999,77.05,100,100,1,0.049,37.262,58,0.993,886.837
554.999,77.21,100,100,1,0.049,37.291,60,0.993,887.837
556,77.23,100,100,1,0.049,37.424,60,0.994,888.838
557.002,77.25,100,100,1,0.049,36.902,60,0.993,889.84
558,77.36,100,100,1,0.049,37.508,59,0.993,890.838
558.999,77.56,100,100,1,0.049,37.518,58,0.994,891.837
560,77.58,100,100,1,0.049,37.138,58,0.994,892.838
561,77.51,100,100,1,0.049,37.271,60,0.993,893.838
561.999,77.64,100,100,1,0.049,37.67,59,0.994,894.837
562.999,77.76,100,100,1,0.049,37.527,59,0.993,895.837
564.001,77.75,100,100,1,0.049,37.537,58,0.992,896.839
565,77.93,100,100,1,0.049,37.301,59,0.993,897.838
566,77.87,100,100,1,0.049,37.281,60,0.994,898.838
567,78.04,100,100,1,0.049,37.025,59,0.993,899.838
567.999,78.02,100,100,1,0.049,37.783,60,0.993,900.837
569,78.09,100,100,1,0.049,37.158,60,0.992,901.838
570,78.28,100,100,1,0.049,37.414,58,0.993,902.838
571.001,78.48,100,100,1,0.049,37.414,58,0.994,903.839
572,78.4,100,100,1,0.049,37.527,60,0.993,904.838
573,78.23,100,100,1,0.049,37.547,59,0.993,905.838
574.001,78.55,100,100,1,0.049,37.271,58,0.993,906.839
575,78.35,100,100,1,0.049,37.547,58,0.993,907.838
576,78.65,100,100,1,0.049,37.404,58,0.992,908.838
577,78.78,100,100,1,0.049,37.301,60,0.991,909.838
578,78.85,100,100,1,0.049,37.148,60,0.993,910.838
578.999,78.72,100,100,1,0.049,36.892,60,0.994,911.837
580.002,79.1,100,100,1,0.049,37.527,58,0.994,912.84
580.999,79.14,100,100,1,0.049,37.158,58,0.994,913.837
582,79.01,100,100,1,0.049,37.138,60,0.994,914.838
583,79.22,100,100,1,0.049,37.404,58,0.993,915.838
583.999,79.25,100,100,1,0.049,37.66,60,0.994,916.837
585,79.17,100,100,1,0.049,37.271,58,0.992,917.838
586,79.32,100,100,1,0.049,37.281,57,0.994,918.838
586.999,79.51,100,100,1,0.049,38.039,60,0.993,919.837
588.001,79.6,100,100,1,0.049,37.404,59,0.993,920.839
589.001,79.71,100,100,1,0.049,37.045,58,0.993,921.839
589.999,79.63,100,100,1,0.049,36.882,60,0.992,922.837
590.999,79.74,100,100,1,0.049,38.172,60,0.995,923.837
592.001,79.69,100,100,1,0.049,37.158,58,0.993,924.839
592.999,80.01,100,100,1,0.049,37.803,59,0.992,925.837
594,80.03,100,100,1,0.049,37.803,58,0.994,926.838
594.999,79.95,100,100,1,0.05,37.148,58,0.993,927.837
596,79.98,100,100,1,0.049,37.138,59,0.993,928.838
596.999,80.2,100,100,1,0.049,37.65,58,0.994,929.837
598,80.01,100,100,1,0.049,36.902,58,0.993,930.838
598.999,80.22,100,100,1,0.049,37.148,58,0.995,931.837
600.001,80.38,100,100,1,0.049,37.527,58,0.993,932.839
601,80.52,100,100,1,0.049,37.926,60,0.992,933.838
601.999,80.55,100,100,1,0.049,37.66,60,0.993,934.837
603,80.55,100,100,1,0.049,36.892,60,0.993,935.838
603.999,80.71,100,100,1,0.049,36.922,58,0.993,936.837
605,80.65,100,100,1,0.049,37.291,58,0.993,937.838
606.001,81.06,100,100,1,0.049,37.291,59,0.993,938.839
607.001,80.7,100,100,1,0.049,37.404,59,0.994,939.839
608,80.77,100,100,1,0.049,37.414,60,0.994,940.838
609,80.9,100,100,1,0.049,38.039,58,0.992,941.838
610,81.02,100,100,1,0.049,37.281,58,0.993,942.838
610.999,81,100,100,1,0.049,37.803,58,0.994,943.837
611.999,81.02,100,100,1,0.049,37.783,59,0.994,944.837
612.999,81.31,100,100,1,0.049,37.271,58,0.993,945.837
614.001,81.35,100,100,1,0.049,37.65,57,0.992,946.839
615,81.35,100,100,1,0.049,37.66,57,0.993,947.838
616,81.35,100,100,1,0.049,37.291,60,0.994,948.838
617.001,81.48,100,100,1,0.049,37.271,58,0.994,949.839
617.999,81.77,100,100,1,0.049,37.631,60,0.994,950.837
618.999,81.82,100,100,1,0.049,37.66,60,0.993,951.837
620,81.75,100,100,1,0.049,37.404,58,0.993,952.838
620.999,81.78,100,100,1,0.049,37.527,60,0.993,953.837
622.001,81.87,100,100,1,0.049,38.03,58,0.993,954.839
622.999,81.92,100,100,1,0.049,37.537,58,0.992,955.837
624,81.84,100,100,1,0.049,37.148,60,0.992,956.838
624.999,82.13,100,100,1,0.049,37.67,58,0.993,957.837
626,82.09,100,100,1,0.049,37.793,58,0.993,958.838
626.999,82.23,100,100,1,0.049,38.172,59,0.993,959.837
627.999,82.14,100,100,1,0.049,37.281,58,0.993,960.837
629.001,82.36,100,100,1,0.049,37.271,58,0.992,961.839
629.999,82.3,100,100,1,0.049,36.892,59,0.992,962.837
630.999,82.42,100,100,1,0.049,37.803,60,0.994,963.837
631.999,82.54,100,100,1,0.049,37.158,60,0.993,964.837
633.001,82.58,100,100,1,0.05,37.404,59,0.993,965.839
634,82.65,100,100,1,0.049,37.641,57,0.993,966.838
635.002,82.77,100,100,1,0.049,36.892,59,0.993,967.84
636.002,82.8,100,100,1,0.049,38.039,60,0.993,968.84
637.001,82.83,100,100,1,0.049,37.394,58,0.994,969.839
638.001,82.94,100,100,1,0.049,37.66,60,0.993,970.839
639,83.01,100,100,1,0.049,37.385,59,0.993,971.838
640,83.12,100,100,1,0.049,37.404,58,0.994,972.838
640.999,83.18,100,100,1,0.049,37.527,59,0.993,973.837
642,83.05,100,100,1,0.049,37.129,59,0.995,974.838
643.001,83.2,100,100,1,0.049,37.138,60,0.993,975.839
644,83.29,100,100,1,0.049,37.301,59,0.993,976.838
645,83.39,100,100,1,0.049,37.178,60,0.993,977.838
646,83.33,100,100,1,0.049,37.906,58,0.993,978.838
646.999,83.59,100,100,1,0.049,37.774,59,0.993,979.837
648,83.68,100,100,1,0.049,37.404,58,0.991,980.838
649,83.64,100,100,1,0.049,37.138,60,0.993,981.838
649.999,83.65,100,100,1,0.049,38.03,60,0.993,982.837
650.999,83.63,100,100,1,0.049,37.68,58,0.993,983.837
651.999,83.75,100,100,1,0.049,37.025,60,0.993,984.837
652.999,83.86,100,100,1,0.049,37.138,59,0.993,985.837
654,84.01,100,100,1,0.049,37.281,57,0.993,986.838
654.999,83.88,100,100,1,0.049,37.803,59,0.993,987.837
656.001,84.14,100,100,1,0.049,37.547,60,0.993,988.839
657,84.1,100,100,1,0.049,37.385,60,0.993,989.838
657.999,84.27,100,100,1,0.049,37.67,60,0.993,990.837
659,84.14,100,100,1,0.049,36.902,60,0.993,991.838
659.999,84.32,100,100,1,0.049,37.547,58,0.993,992.837
661,84.38,100,100,1,0.049,37.783,58,0.993,993.838
661.999,84.32,100,100,1,0.049,37.281,60,0.993,994.837
662.999,84.46,100,100,1,0.049,36.912,60,0.994,995.837
663.999,84.45,100,100,1,0.049,37.641,58,0.994,996.837
664.999,84.52,100,100,1,0.049,37.66,58,0.991,997.837
666,84.76,100,100,1,0.049,37.547,60,0.993,998.838
667,84.49,100,100,1,0.05,37.394,60,0.993,999.838
668,84.56,100,100,1,0.049,37.271,58,0.992,1000.838
669.001,84.77,100,100,1,0.05,37.404,60,0.993,1001.839
670.001,84.83,100,100,1,0.049,37.414,59,0.993,1002.839
671.001,84.85,100,100,1,0.049,37.793,60,0.993,1003.839
672,85.09,100,100,1,0.05,37.015,58,0.993,1004.838
673.001,84.74,100,100,1,0.049,36.892,59,0.993,1005.839
674,85.16,100,100,1,0.049,37.291,59,0.992,1006.838
675,85.2,100,100,1,0.05,37.793,57,0.992,1007.838
675.999,85.28,100,100,1,0.049,37.527,59,0.993,1008.837
677,85.18,100,100,1,0.049,37.518,60,0.994,1009.838
678,85.2,100,100,1,0.049,37.527,57,0.992,1010.838
679,85.35,100,100,1,0.049,37.65,58,0.992,1011.838
680.001,85.52,100,100,1,0.049,38.049,60,0.993,1012.839
681,85.63,100,100,1,0.049,37.035,58,0.993,1013.838
682,85.53,100,100,1,0.049,36.892,60,0.993,1014.838
683,85.66,100,100,1,0.049,37.271,59,0.993,1015.838
684.002,85.66,100,100,1,0.049,38.162,60,0.993,1016.84
685.001,85.66,100,100,1,0.049,37.67,57,0.993,1017.839
686,85.87,100,100,1,0.049,37.527,58,0.994,1018.838
687,85.86,100,100,1,0.049,37.404,58,0.993,1019.838
688,85.83,100,100,1,0.049,38.049,58,0.993,1020.838
688.999,85.86,100,100,1,0.049,37.262,57,0.993,1021.837
690,86.01,100,100,1,0.049,37.926,58,0.993,1022.838
691,85.97,100,100,1,0.049,36.646,57,0.993,1023.838
692.001,86.23,100,100,1,0.05,37.641,58,0.993,1024.839
693.001,86.29,100,100,1,0.049,37.281,60,0.993,1025.839
694,86.31,100,100,1,0.05,37.641,59,0.993,1026.838
695.002,86.28,100,100,1,0.049,36.882,59,0.993,1027.84
696,86.31,100,100,1,0.049,37.281,60,0.993,1028.838
697,86.5,100,100,1,0.05,36.873,58,0.992,1029.838
698,86.64,100,100,1,0.049,37.897,60,0.993,1030.838
698.999,86.62,100,100,1,0.049,37.271,58,0.991,1031.837
699.999,86.62,100,100,1,0.049,37.764,58,0.993,1032.837
701,86.63,100,100,1,0.049,37.783,59,0.993,1033.838
701.999,86.75,100,100,1,0.049,37.262,58,0.993,1034.837
702.999,86.65,100,100,1,0.049,37.404,58,0.993,1035.837
703.999,86.78,100,100,1,0.049,37.262,58,0.993,1036.837
704.999,86.85,100,100,1,0.049,37.793,58,0.993,1037.837
706.002,87.11,100,100,1,0.049,37.271,58,0.992,1038.84
707,87.09,100,100,1,0.049,37.66,59,0.993,1039.838
707.999,86.94,100,100,1,0.049,37.66,58,0.993,1040.837
709,87.26,100,100,1,0.05,37.906,60,0.993,1041.838
709.999,87.17,100,100,1,0.049,37.783,58,0.992,1042.837
711,87.28,100,100,1,0.049,37.793,58,0.993,1043.838
