Data,Hora,Temperatura,Slack,Tensão
07/04/2025,15:00:24,110737,128,1297
07/04/2025,15:00:26,110993,127,1296
07/04/2025,15:00:28,110850,126,1295
07/04/2025,15:00:30,110993,128,1296
07/04/2025,15:00:32,110850,127,1296
07/04/2025,15:00:34,110378,128,1297
07/04/2025,15:00:36,110993,128,1297
07/04/2025,15:00:38,110727,127,1297
07/04/2025,15:00:40,110510,127,1297
07/04/2025,15:00:42,111249,128,1296
07/04/2025,15:00:44,110717,128,1297
07/04/2025,15:00:46,111362,128,1297
07/04/2025,15:00:48,110983,128,1297
07/04/2025,15:00:50,111126,126,1297
07/04/2025,15:00:52,111003,127,1295
07/04/2025,15:00:54,110461,128,1297
07/04/2025,15:00:56,110707,128,1296
07/04/2025,15:00:58,111239,127,1296
07/04/2025,15:01:00,110870,128,1296
07/04/2025,15:01:02,110235,127,1296
07/04/2025,15:01:04,110471,127,1297
07/04/2025,15:01:06,111003,127,1297
07/04/2025,15:01:08,110318,127,1297
07/04/2025,15:01:10,111269,127,1297
07/04/2025,15:01:12,110471,128,1296
07/04/2025,15:01:14,109846,127,1298
07/04/2025,15:01:16,110235,128,1299
07/04/2025,15:01:18,110510,127,1297
07/04/2025,15:01:20,109752,128,1297
07/04/2025,15:01:22,110471,127,1296
07/04/2025,15:01:24,110112,127,1298
07/04/2025,15:01:26,110112,129,1298
07/04/2025,15:01:28,110634,128,1299
07/04/2025,15:01:30,110102,128,1298
07/04/2025,15:01:32,109856,127,1297
07/04/2025,15:01:34,110624,127,1298
07/04/2025,15:01:36,110112,127,1297
07/04/2025,15:01:38,110092,127,1298
07/04/2025,15:01:40,110501,128,1299
07/04/2025,15:01:42,110757,128,1298
07/04/2025,15:01:44,110254,128,1299
07/04/2025,15:01:46,109969,127,1299
07/04/2025,15:01:48,110284,127,1300
07/04/2025,15:01:50,110254,129,1297
07/04/2025,15:01:52,109742,127,1297
07/04/2025,15:01:54,109979,127,1297
07/04/2025,15:01:56,110254,129,1299
07/04/2025,15:01:58,109742,127,1299
07/04/2025,15:02:00,109875,127,1300
07/04/2025,15:02:02,110368,129,1300
07/04/2025,15:02:04,110387,128,1298
07/04/2025,15:02:06,109895,128,1298
07/04/2025,15:02:08,109610,127,1299
07/04/2025,15:02:10,110378,127,1297
07/04/2025,15:02:12,110254,127,1299
07/04/2025,15:02:14,109496,129,1299
07/04/2025,15:02:16,109885,128,1300
07/04/2025,15:02:18,109590,127,1298
07/04/2025,15:02:20,109629,129,1299
07/04/2025,15:02:22,109496,127,1300
07/04/2025,15:02:24,108699,129,1299
07/04/2025,15:02:26,110122,128,1300
07/04/2025,15:02:28,109393,129,1300
07/04/2025,15:02:30,109752,129,1299
07/04/2025,15:02:32,109762,127,1300
07/04/2025,15:02:34,109866,128,1300
07/04/2025,15:02:36,110284,128,1298
07/04/2025,15:02:38,109762,129,1300
07/04/2025,15:02:40,109762,129,1300
07/04/2025,15:02:42,110018,128,1300
07/04/2025,15:02:44,109496,129,1300
07/04/2025,15:02:46,109383,127,1300
07/04/2025,15:02:48,110038,128,1300
07/04/2025,15:02:50,109629,128,1300
07/04/2025,15:02:52,109383,129,1300
07/04/2025,15:02:54,109772,127,1300
07/04/2025,15:02:56,109486,128,1300
07/04/2025,15:02:58,109260,129,1300
07/04/2025,15:03:00,109639,130,1300
07/04/2025,15:03:02,109506,129,1300
07/04/2025,15:03:04,108738,128,1300
07/04/2025,15:03:06,110141,129,1299
07/04/2025,15:03:08,109516,127,1300
07/04/2025,15:03:10,109506,130,1301
07/04/2025,15:03:12,109373,128,1300
07/04/2025,15:03:14,109373,128,1300
07/04/2025,15:03:16,110018,130,1302
07/04/2025,15:03:18,109905,129,1300
07/04/2025,15:03:20,109762,129,1300
07/04/2025,15:03:22,109762,130,1300
07/04/2025,15:03:24,108625,128,1300
07/04/2025,15:03:26,109649,129,1301
07/04/2025,15:03:28,109536,130,1301
07/04/2025,15:03:30,109629,130,1301
07/04/2025,15:03:32,109363,129,1300
07/04/2025,15:03:34,109250,130,1302
07/04/2025,15:03:36,109403,128,1302
07/04/2025,15:03:38,109137,128,1302
07/04/2025,15:03:40,108861,129,1302
07/04/2025,15:03:42,109004,129,1302
07/04/2025,15:03:44,109413,130,1302
07/04/2025,15:03:46,108768,130,1300
07/04/2025,15:03:48,108615,130,1302
07/04/2025,15:03:50,109516,130,1300
07/04/2025,15:03:52,109639,130,1301
07/04/2025,15:03:54,108748,129,1301
07/04/2025,15:03:56,109280,129,1302
07/04/2025,15:03:58,109167,130,1302
07/04/2025,15:04:00,109127,128,1301
07/04/2025,15:04:02,109413,128,1302
07/04/2025,15:04:04,109147,129,1302
07/04/2025,15:04:06,108645,130,1302
07/04/2025,15:04:08,109270,129,1303
07/04/2025,15:04:10,108635,130,1302
07/04/2025,15:04:12,108738,129,1303
07/04/2025,15:04:14,108891,129,1302
07/04/2025,15:04:16,109393,130,1302
07/04/2025,15:04:18,108911,129,1302
07/04/2025,15:04:20,108891,130,1302
07/04/2025,15:04:22,109157,131,1302
07/04/2025,15:04:24,108645,130,1304
07/04/2025,15:04:26,108921,129,1303
07/04/2025,15:04:28,108266,130,1302
07/04/2025,15:04:30,108635,129,1303
07/04/2025,15:04:32,109536,130,1302
07/04/2025,15:04:34,109403,130,1302
07/04/2025,15:04:36,108266,129,1303
07/04/2025,15:04:38,109300,130,1303
07/04/2025,15:04:40,109280,131,1302
07/04/2025,15:04:42,108635,131,1302
07/04/2025,15:04:44,108153,129,1305
07/04/2025,15:04:46,108020,131,1305
07/04/2025,15:04:48,109802,130,1304
07/04/2025,15:04:50,108266,130,1305
07/04/2025,15:04:52,108532,131,1302
07/04/2025,15:04:54,108020,131,1304
07/04/2025,15:04:56,108389,130,1303
07/04/2025,15:04:58,108532,130,1303
07/04/2025,15:05:00,108266,131,1304
07/04/2025,15:05:02,108399,129,1304
07/04/2025,15:05:04,108768,131,1305
07/04/2025,15:05:06,108010,131,1302
07/04/2025,15:05:08,108010,130,1305
07/04/2025,15:05:10,108788,131,1302
07/04/2025,15:05:12,108532,130,1305
07/04/2025,15:05:14,108040,130,1305
07/04/2025,15:05:16,107917,131,1305
07/04/2025,15:05:18,107794,131,1305
07/04/2025,15:05:20,107897,130,1305
07/04/2025,15:05:22,107887,131,1304
07/04/2025,15:05:24,107528,131,1305
07/04/2025,15:05:26,108911,130,1305
07/04/2025,15:05:28,108030,130,1305
07/04/2025,15:05:30,107887,131,1305
07/04/2025,15:05:32,108040,130,1304
07/04/2025,15:05:34,108030,130,1303
07/04/2025,15:05:36,108409,130,1305
07/04/2025,15:05:38,107887,131,1305
07/04/2025,15:05:40,107262,131,1305
07/04/2025,15:05:42,107907,130,1304
07/04/2025,15:05:44,108266,130,1305
07/04/2025,15:05:46,108030,130,1305
07/04/2025,15:05:48,107764,131,1305
07/04/2025,15:05:50,108439,131,1304
07/04/2025,15:05:52,107651,131,1306
07/04/2025,15:05:54,108030,131,1305
07/04/2025,15:05:56,108069,131,1305
07/04/2025,15:05:58,107794,131,1305
07/04/2025,15:06:00,107405,132,1306
07/04/2025,15:06:02,107907,130,1305
07/04/2025,15:06:04,107917,131,1306
07/04/2025,15:06:06,107764,132,1305
07/04/2025,15:06:08,107917,132,1308
07/04/2025,15:06:10,107159,130,1305
07/04/2025,15:06:12,108286,131,1307
07/04/2025,15:06:14,107292,130,1308
07/04/2025,15:06:16,107784,131,1307
07/04/2025,15:06:18,107538,131,1307
07/04/2025,15:06:20,107272,132,1306
07/04/2025,15:06:22,108050,131,1306
07/04/2025,15:06:24,107282,131,1307
07/04/2025,15:06:26,107538,132,1306
07/04/2025,15:06:28,108020,132,1306
07/04/2025,15:06:30,107016,131,1307
07/04/2025,15:06:32,107139,131,1306
07/04/2025,15:06:34,107681,131,1307
07/04/2025,15:06:36,106913,132,1308
07/04/2025,15:06:38,107415,132,1306
07/04/2025,15:06:40,107425,132,1308
07/04/2025,15:06:42,107169,131,1308
07/04/2025,15:06:44,107405,132,1308
07/04/2025,15:06:46,107169,132,1308
07/04/2025,15:06:48,107690,131,1308
07/04/2025,15:06:50,107045,131,1308
07/04/2025,15:06:52,106809,132,1308
07/04/2025,15:06:54,107425,132,1308
07/04/2025,15:06:56,106922,131,1308
07/04/2025,15:06:58,107577,131,1308
07/04/2025,15:07:00,107292,132,1308
07/04/2025,15:07:02,106780,132,1309
07/04/2025,15:07:04,107208,131,1308
07/04/2025,15:07:06,107065,131,1308
07/04/2025,15:07:08,106789,131,1308
07/04/2025,15:07:10,106932,131,1308
07/04/2025,15:07:12,107311,132,1308
07/04/2025,15:07:14,107055,131,1308
07/04/2025,15:07:16,106164,131,1308
07/04/2025,15:07:18,106809,132,1308
07/04/2025,15:07:20,107065,133,1309
07/04/2025,15:07:22,106287,132,1308
07/04/2025,15:07:24,106942,132,1308
07/04/2025,15:07:26,106780,132,1308
07/04/2025,15:07:28,106543,133,1309
07/04/2025,15:07:30,106420,132,1309
07/04/2025,15:07:32,106942,131,1308
07/04/2025,15:07:34,106287,132,1310
07/04/2025,15:07:36,106287,132,1310
07/04/2025,15:07:38,107198,131,1310
07/04/2025,15:07:40,106174,131,1310
07/04/2025,15:07:42,106799,132,1310
07/04/2025,15:07:44,106440,134,1308
07/04/2025,15:07:46,106686,132,1310
07/04/2025,15:07:48,106430,134,1310
07/04/2025,15:07:50,106041,131,1311
07/04/2025,15:07:52,106553,134,1310
07/04/2025,15:07:54,106593,134,1306
07/04/2025,15:07:56,106726,132,1307
07/04/2025,15:07:58,106194,134,1305
07/04/2025,15:08:00,106184,134,1307
07/04/2025,15:08:02,106184,133,1308
07/04/2025,15:08:04,106420,132,1305
07/04/2025,15:08:06,105672,132,1307
07/04/2025,15:08:08,106440,132,1308
07/04/2025,15:08:10,106061,134,1306
07/04/2025,15:08:12,106470,132,1307
07/04/2025,15:08:14,105303,134,1308
07/04/2025,15:08:16,106430,134,1308
07/04/2025,15:08:18,106317,132,1307
07/04/2025,15:08:20,105549,132,1308
07/04/2025,15:08:22,106061,132,1306
07/04/2025,15:08:24,106184,132,1308
07/04/2025,15:08:26,105672,133,1308
07/04/2025,15:08:28,105559,132,1308
07/04/2025,15:08:30,105529,132,1308
07/04/2025,15:08:32,105938,132,1308
07/04/2025,15:08:34,105805,134,1308
07/04/2025,15:08:36,105426,134,1308
07/04/2025,15:08:38,105559,132,1308
07/04/2025,15:08:40,105569,134,1308
07/04/2025,15:08:42,105835,132,1306
07/04/2025,15:08:44,105795,134,1308
07/04/2025,15:08:46,105968,132,1308
07/04/2025,15:08:48,105589,134,1308
07/04/2025,15:08:50,105323,134,1309
07/04/2025,15:08:52,105293,133,1308
07/04/2025,15:08:54,104924,134,1309
07/04/2025,15:08:56,105170,134,1310
07/04/2025,15:08:58,105436,133,1308
07/04/2025,15:09:00,105067,135,1308
07/04/2025,15:09:02,105446,134,1311
07/04/2025,15:09:04,105446,134,1308
07/04/2025,15:09:06,104954,134,1305
07/04/2025,15:09:08,104974,134,1305
07/04/2025,15:09:10,105456,134,1305
07/04/2025,15:09:12,105702,134,1307
07/04/2025,15:09:14,105067,134,1305
07/04/2025,15:09:16,105210,134,1306
07/04/2025,15:09:18,105446,134,1306
07/04/2025,15:09:20,105579,134,1307
07/04/2025,15:09:22,104708,134,1307
07/04/2025,15:09:24,104565,134,1307
07/04/2025,15:09:26,104728,135,1307
07/04/2025,15:09:28,104698,135,1307
07/04/2025,15:09:30,104206,134,1307
07/04/2025,15:09:32,105097,134,1308
07/04/2025,15:09:34,104831,134,1307
07/04/2025,15:09:36,105333,134,1306
07/04/2025,15:09:38,104974,135,1306
07/04/2025,15:09:40,104831,135,1307
07/04/2025,15:09:42,104944,135,1307
07/04/2025,15:09:44,104575,135,1307
07/04/2025,15:09:46,104329,134,1307
07/04/2025,15:09:48,104984,135,1306
07/04/2025,15:09:50,104452,134,1308
07/04/2025,15:09:52,104993,134,1306
07/04/2025,15:09:54,103940,134,1306
07/04/2025,15:09:56,104216,134,1306
07/04/2025,15:09:58,104235,134,1307
07/04/2025,15:10:00,104595,134,1308
07/04/2025,15:10:02,104841,135,1308
07/04/2025,15:10:04,104462,134,1308
07/04/2025,15:10:06,104063,135,1307
07/04/2025,15:10:08,104339,134,1308
07/04/2025,15:10:10,104206,134,1307
07/04/2025,15:10:12,104329,135,1308
07/04/2025,15:10:14,104452,135,1308
07/04/2025,15:10:16,104339,134,1308
07/04/2025,15:10:18,103979,135,1310
07/04/2025,15:10:20,104728,134,1308
07/04/2025,15:10:22,104462,134,1308
07/04/2025,15:10:24,104861,134,1308
07/04/2025,15:10:26,104083,134,1308
07/04/2025,15:10:28,104083,135,1308
07/04/2025,15:10:30,104216,134,1308
07/04/2025,15:10:32,104585,134,1309
07/04/2025,15:10:34,103960,134,1308
07/04/2025,15:10:36,104225,134,1309
07/04/2025,15:10:38,103817,135,1308
07/04/2025,15:10:40,104093,136,1311
07/04/2025,15:10:42,103940,135,1310
07/04/2025,15:10:44,104216,136,1308
07/04/2025,15:10:46,104358,135,1309
07/04/2025,15:10:48,104329,136,1308
07/04/2025,15:10:50,103969,136,1308
07/04/2025,15:10:52,104206,134,1308
07/04/2025,15:10:54,104206,136,1308
07/04/2025,15:10:56,104093,135,1310
07/04/2025,15:10:58,103989,134,1310
07/04/2025,15:11:00,104358,134,1311
07/04/2025,15:11:02,103704,136,1308
07/04/2025,15:11:04,104112,136,1305
07/04/2025,15:11:06,103467,134,1305
07/04/2025,15:11:08,104093,136,1305
07/04/2025,15:11:10,104245,135,1306
07/04/2025,15:11:12,103713,136,1305
07/04/2025,15:11:14,104378,134,1305
07/04/2025,15:11:16,104225,136,1305
07/04/2025,15:11:18,103876,136,1306
07/04/2025,15:11:20,103590,136,1305
07/04/2025,15:11:22,103457,136,1306
07/04/2025,15:11:24,103866,136,1307
07/04/2025,15:11:26,103600,135,1305
07/04/2025,15:11:28,104009,136,1305
07/04/2025,15:11:30,103231,136,1305
07/04/2025,15:11:32,103088,135,1305
07/04/2025,15:11:34,103600,135,1306
07/04/2025,15:11:36,103581,135,1306
07/04/2025,15:11:38,103201,136,1305
07/04/2025,15:11:40,103211,135,1305
07/04/2025,15:11:42,103590,135,1305
07/04/2025,15:11:44,103467,135,1306
07/04/2025,15:11:46,103344,135,1306
07/04/2025,15:11:48,103989,137,1306
07/04/2025,15:11:50,103334,136,1305
07/04/2025,15:11:52,103487,135,1306
07/04/2025,15:11:54,102709,137,1305
07/04/2025,15:11:56,102709,135,1305
07/04/2025,15:11:58,102955,137,1306
07/04/2025,15:12:00,103610,137,1306
07/04/2025,15:12:02,103723,136,1306
07/04/2025,15:12:04,103600,135,1307
07/04/2025,15:12:06,103231,136,1306
07/04/2025,15:12:08,103620,136,1307
07/04/2025,15:12:10,103620,136,1305
07/04/2025,15:12:12,103487,135,1305
07/04/2025,15:12:14,104378,135,1305
07/04/2025,15:12:16,103069,137,1306
07/04/2025,15:12:18,103610,135,1306
07/04/2025,15:12:20,103088,136,1306
07/04/2025,15:12:22,103866,135,1306
07/04/2025,15:12:24,103590,136,1308
07/04/2025,15:12:26,103487,136,1308
07/04/2025,15:12:28,103354,137,1305
07/04/2025,15:12:30,103487,136,1308
07/04/2025,15:12:32,103886,135,1305
07/04/2025,15:12:34,102975,137,1307
07/04/2025,15:12:36,104102,135,1307
07/04/2025,15:12:38,103467,136,1308
07/04/2025,15:12:40,103866,137,1308
07/04/2025,15:12:42,103571,136,1305
07/04/2025,15:12:44,104216,137,1307
07/04/2025,15:12:46,103590,135,1306
07/04/2025,15:12:48,103467,137,1307
07/04/2025,15:12:50,103108,137,1305
07/04/2025,15:12:52,103477,137,1307
07/04/2025,15:12:54,103344,135,1307
07/04/2025,15:12:56,103733,137,1307
07/04/2025,15:12:58,103231,135,1305
07/04/2025,15:13:00,103211,135,1307
07/04/2025,15:13:02,103477,136,1306
07/04/2025,15:13:04,103487,135,1307
07/04/2025,15:13:06,103457,136,1307
07/04/2025,15:13:08,103610,136,1307
07/04/2025,15:13:10,102955,135,1306
07/04/2025,15:13:12,103211,135,1305
07/04/2025,15:13:14,103325,136,1308
07/04/2025,15:13:16,103989,137,1306
07/04/2025,15:13:18,103221,135,1305
07/04/2025,15:13:20,102719,135,1305
07/04/2025,15:13:22,103610,135,1305
07/04/2025,15:13:24,104093,135,1305
07/04/2025,15:13:26,104378,137,1307
07/04/2025,15:13:28,104225,134,1305
07/04/2025,15:13:30,103837,135,1306
07/04/2025,15:13:32,103684,135,1306
07/04/2025,15:13:34,103325,136,1305
07/04/2025,15:13:36,103610,135,1304
07/04/2025,15:13:38,104605,136,1305
07/04/2025,15:13:40,104245,135,1305
07/04/2025,15:13:42,104102,135,1306
07/04/2025,15:13:44,104235,134,1306
07/04/2025,15:13:46,103979,135,1305
07/04/2025,15:13:48,104112,134,1305
07/04/2025,15:13:50,103723,134,1305
07/04/2025,15:13:52,103969,135,1304
07/04/2025,15:13:54,103457,134,1305
07/04/2025,15:13:56,103837,135,1305
07/04/2025,15:13:58,103713,135,1306
07/04/2025,15:14:00,104112,134,1305
07/04/2025,15:14:02,104329,134,1305
07/04/2025,15:14:04,104349,134,1305
07/04/2025,15:14:06,104595,136,1304
07/04/2025,15:14:08,104585,136,1303
07/04/2025,15:14:10,103713,134,1304
07/04/2025,15:14:12,103837,136,1303
07/04/2025,15:14:14,104614,135,1304
07/04/2025,15:14:16,103684,134,1305
07/04/2025,15:14:18,104861,134,1304
07/04/2025,15:14:20,104472,134,1303
07/04/2025,15:14:22,104196,134,1305
07/04/2025,15:14:24,104861,136,1305
07/04/2025,15:14:27,103940,134,1304
07/04/2025,15:14:29,103950,136,1303
07/04/2025,15:14:31,104831,135,1304
07/04/2025,15:14:33,104329,135,1304
07/04/2025,15:14:35,104861,135,1303
07/04/2025,15:14:37,104073,134,1303
07/04/2025,15:14:39,103950,135,1304
07/04/2025,15:14:41,104861,134,1302
07/04/2025,15:14:43,104728,134,1302
07/04/2025,15:14:45,104605,134,1302
07/04/2025,15:14:47,104462,134,1305
07/04/2025,15:14:49,104841,134,1302
07/04/2025,15:14:51,105466,135,1302
07/04/2025,15:14:53,105107,135,1302
07/04/2025,15:14:55,105486,134,1302
07/04/2025,15:14:57,104861,134,1304
07/04/2025,15:14:59,104585,134,1303
07/04/2025,15:15:01,104708,134,1302
07/04/2025,15:15:03,105097,135,1302
07/04/2025,15:15:05,104442,134,1302
07/04/2025,15:15:07,104821,135,1302
07/04/2025,15:15:09,104565,134,1302
07/04/2025,15:15:11,104801,135,1302
07/04/2025,15:15:13,105200,134,1301
07/04/2025,15:15:15,105067,134,1303
07/04/2025,15:15:17,104944,135,1302
07/04/2025,15:15:19,105190,134,1302
07/04/2025,15:15:21,104801,133,1301
07/04/2025,15:15:23,105323,134,1302
07/04/2025,15:15:25,104708,134,1302
07/04/2025,15:15:27,105200,134,1302
07/04/2025,15:15:29,105047,134,1301
07/04/2025,15:15:31,104954,134,1302
07/04/2025,15:15:33,105200,134,1302
07/04/2025,15:15:35,105303,134,1300
07/04/2025,15:15:37,105220,134,1301
07/04/2025,15:15:39,105190,134,1301
07/04/2025,15:15:41,106337,134,1302
07/04/2025,15:15:43,105569,134,1300
07/04/2025,15:15:45,105293,134,1302
07/04/2025,15:15:47,105303,134,1301
07/04/2025,15:15:49,105426,134,1301
07/04/2025,15:15:51,106224,133,1301
07/04/2025,15:15:53,105825,133,1301
07/04/2025,15:15:55,105805,134,1299
07/04/2025,15:15:57,105323,134,1300
07/04/2025,15:15:59,105170,132,1302
07/04/2025,15:16:01,105682,132,1299
07/04/2025,15:16:03,105815,134,1300
07/04/2025,15:16:05,105529,132,1300
07/04/2025,15:16:07,106174,134,1301
07/04/2025,15:16:09,105682,132,1300
07/04/2025,15:16:11,105805,134,1300
07/04/2025,15:16:13,106593,132,1300
07/04/2025,15:16:15,105918,134,1299
07/04/2025,15:16:17,106184,132,1300
07/04/2025,15:16:19,105815,132,1300
07/04/2025,15:16:21,105529,134,1299
07/04/2025,15:16:23,105908,134,1300
07/04/2025,15:16:25,106450,132,1300
07/04/2025,15:16:27,106184,132,1298
07/04/2025,15:16:29,106563,132,1300
07/04/2025,15:16:31,106051,132,1299
07/04/2025,15:16:33,106184,134,1297
07/04/2025,15:16:35,106543,134,1298
07/04/2025,15:16:37,107208,132,1298
07/04/2025,15:16:39,106553,134,1297
07/04/2025,15:16:41,106327,134,1298
07/04/2025,15:16:43,106942,134,1298
07/04/2025,15:16:45,106952,134,1299
07/04/2025,15:16:47,106430,133,1297
07/04/2025,15:16:49,106962,131,1297
07/04/2025,15:16:51,106686,132,1297
07/04/2025,15:16:53,106012,133,1297
07/04/2025,15:16:55,107065,133,1298
07/04/2025,15:16:57,106307,132,1297
07/04/2025,15:16:59,106932,132,1298
07/04/2025,15:17:01,106922,132,1297
07/04/2025,15:17:03,106799,131,1297
07/04/2025,15:17:05,106420,132,1296
07/04/2025,15:17:07,107055,132,1296
07/04/2025,15:17:09,106666,132,1296
07/04/2025,15:17:11,107444,132,1297
07/04/2025,15:17:13,106676,131,1297
07/04/2025,15:17:15,106524,131,1294
07/04/2025,15:17:17,106533,132,1297
07/04/2025,15:17:19,107036,132,1297
07/04/2025,15:17:21,107159,133,1297
07/04/2025,15:17:23,106533,133,1297
07/04/2025,15:17:25,107301,131,1297
07/04/2025,15:17:27,107292,131,1294
07/04/2025,15:17:29,107415,132,1296
07/04/2025,15:17:31,107690,131,1295
07/04/2025,15:17:33,107548,131,1296
07/04/2025,15:17:35,107292,132,1295
07/04/2025,15:17:37,107045,131,1296
07/04/2025,15:17:39,107292,131,1295
07/04/2025,15:17:41,107538,132,1297
07/04/2025,15:17:43,107557,132,1296
07/04/2025,15:17:45,107149,131,1294
07/04/2025,15:17:47,107415,131,1294
07/04/2025,15:17:49,107528,131,1295
07/04/2025,15:17:51,107538,130,1296
07/04/2025,15:17:53,107169,131,1293
07/04/2025,15:17:55,107671,131,1294
07/04/2025,15:17:57,107917,130,1294
07/04/2025,15:17:59,107794,133,1294
07/04/2025,15:18:01,107784,132,1296
07/04/2025,15:18:03,108286,131,1294
07/04/2025,15:18:05,107897,131,1294
07/04/2025,15:18:07,107375,132,1294
07/04/2025,15:18:09,107794,130,1295
07/04/2025,15:18:11,107907,131,1294
07/04/2025,15:18:13,108020,131,1294
07/04/2025,15:18:15,108143,130,1295
07/04/2025,15:18:17,107774,131,1292
07/04/2025,15:18:19,108306,130,1294
07/04/2025,15:18:21,108532,130,1294
07/04/2025,15:18:23,108276,130,1294
07/04/2025,15:18:25,108788,130,1294
07/04/2025,15:18:27,108143,131,1294
07/04/2025,15:18:29,108522,131,1294
07/04/2025,15:18:31,107927,132,1292
07/04/2025,15:18:33,107887,131,1293
07/04/2025,15:18:35,107907,130,1294
07/04/2025,15:18:37,108256,130,1294
07/04/2025,15:18:39,107641,131,1293
07/04/2025,15:18:41,108266,131,1292
07/04/2025,15:18:43,108911,131,1294
07/04/2025,15:18:45,107897,129,1293
07/04/2025,15:18:47,108276,131,1292
07/04/2025,15:18:49,108645,131,1293
07/04/2025,15:18:51,108675,129,1292
07/04/2025,15:18:53,108276,131,1291
07/04/2025,15:18:55,108758,129,1291
07/04/2025,15:18:57,108409,129,1292
07/04/2025,15:18:59,108522,131,1291
07/04/2025,15:19:01,108522,131,1292
07/04/2025,15:19:03,108645,129,1291
07/04/2025,15:19:05,108133,129,1291
07/04/2025,15:19:07,108379,131,1291
07/04/2025,15:19:09,108768,129,1291
07/04/2025,15:19:11,108655,129,1291
07/04/2025,15:19:13,109044,129,1291
07/04/2025,15:19:15,109177,131,1290
07/04/2025,15:19:17,108512,131,1291
07/04/2025,15:19:19,108369,129,1292
07/04/2025,15:19:21,108758,130,1291
07/04/2025,15:19:23,108645,129,1290
07/04/2025,15:19:25,107867,129,1291
07/04/2025,15:19:27,109167,129,1290
07/04/2025,15:19:29,108738,129,1291
07/04/2025,15:19:31,108871,130,1290
07/04/2025,15:19:33,109147,128,1291
07/04/2025,15:19:35,108748,130,1289
07/04/2025,15:19:37,108492,130,1291
07/04/2025,15:19:39,108891,129,1295
07/04/2025,15:19:41,108861,128,1295
07/04/2025,15:19:43,109516,129,1294
07/04/2025,15:19:45,109506,130,1294
07/04/2025,15:19:47,108871,130,1294
07/04/2025,15:19:49,109363,128,1294
07/04/2025,15:19:51,109639,129,1294
07/04/2025,15:19:53,108994,128,1293
07/04/2025,15:19:55,109516,127,1294
07/04/2025,15:19:57,109496,127,1295
07/04/2025,15:19:59,109526,129,1294
07/04/2025,15:20:01,108861,128,1293
07/04/2025,15:20:03,109004,130,1294
07/04/2025,15:20:05,109875,130,1293
07/04/2025,15:20:07,109260,129,1294
07/04/2025,15:20:09,109752,129,1293
07/04/2025,15:20:11,109885,130,1294
07/04/2025,15:20:13,109496,128,1291
07/04/2025,15:20:15,110274,128,1292
07/04/2025,15:20:17,109875,129,1292
07/04/2025,15:20:19,109629,128,1294
07/04/2025,15:20:21,109393,129,1293
07/04/2025,15:20:23,109486,129,1292
07/04/2025,15:20:25,109752,129,1294
07/04/2025,15:20:27,110254,128,1293
07/04/2025,15:20:29,109856,129,1291
07/04/2025,15:20:31,109363,128,1294
07/04/2025,15:20:33,109354,128,1293
07/04/2025,15:20:35,110122,129,1291
07/04/2025,15:20:37,109363,128,1292
07/04/2025,15:20:39,109875,128,1292
07/04/2025,15:20:41,109600,129,1291
07/04/2025,15:20:43,109733,129,1292
07/04/2025,15:20:45,109875,128,1293
07/04/2025,15:20:47,110131,129,1293
07/04/2025,15:20:49,110161,127,1292
07/04/2025,15:20:51,110028,127,1293
07/04/2025,15:20:53,110122,129,1293
07/04/2025,15:20:55,110131,129,1291
07/04/2025,15:20:57,109649,127,1292
07/04/2025,15:20:59,109846,129,1291
07/04/2025,15:21:01,110102,127,1291
07/04/2025,15:21:03,109590,127,1292
07/04/2025,15:21:05,110747,127,1291
07/04/2025,15:21:07,110245,127,1291
07/04/2025,15:21:09,109600,127,1293
07/04/2025,15:21:11,110245,127,1292
07/04/2025,15:21:13,109875,129,1290
07/04/2025,15:21:15,110501,127,1291
07/04/2025,15:21:17,110358,127,1292
07/04/2025,15:21:19,110245,129,1291
07/04/2025,15:21:21,109875,128,1292
07/04/2025,15:21:23,110757,127,1291
07/04/2025,15:21:25,109866,128,1291
07/04/2025,15:21:27,110387,127,1290
07/04/2025,15:21:29,111136,128,1292
07/04/2025,15:21:31,109998,128,1291
07/04/2025,15:21:33,110358,127,1292
07/04/2025,15:21:35,110634,128,1291
07/04/2025,15:21:37,109989,128,1291
07/04/2025,15:21:39,110880,127,1291
07/04/2025,15:21:41,110387,127,1291
07/04/2025,15:21:43,110112,126,1291
07/04/2025,15:21:45,109354,129,1289
07/04/2025,15:21:47,109856,127,1290
07/04/2025,15:21:49,110747,129,1296
07/04/2025,15:21:51,110348,127,1293
07/04/2025,15:21:53,110747,127,1293
07/04/2025,15:21:55,110491,127,1295
07/04/2025,15:21:57,109856,129,1294
07/04/2025,15:21:59,111229,129,1293
07/04/2025,15:22:01,110461,128,1294
07/04/2025,15:22:03,110604,127,1293
07/04/2025,15:22:05,111392,128,1294
07/04/2025,15:22:07,111136,126,1294
07/04/2025,15:22:09,110614,128,1294
07/04/2025,15:22:11,111013,128,1294
07/04/2025,15:22:13,110604,127,1295
07/04/2025,15:22:15,111229,128,1292
07/04/2025,15:22:17,111249,127,1294
07/04/2025,15:22:19,110737,127,1292
07/04/2025,15:22:21,110471,128,1294
07/04/2025,15:22:23,110840,128,1293
07/04/2025,15:22:25,110604,128,1294
07/04/2025,15:22:27,110860,126,1293
07/04/2025,15:22:29,110860,127,1294
07/04/2025,15:22:31,111229,127,1293
07/04/2025,15:22:33,111096,128,1294
