timestamp,setpoint_c,oven_temp_c,pid_output_percent,time_sec
2025-11-14 19:44:01,100.0,99.8,16.49,2930.0
2025-11-14 19:44:06,100.0,99.83,17.54,2935.0
2025-11-14 19:44:11,100.0,99.91,16.23,2940.0
2025-11-14 19:44:16,100.0,99.72,16.68,2945.0
2025-11-14 19:44:21,100.0,99.81,16.48,2950.0
2025-11-14 19:44:26,100.0,99.75,17.6,2955.0
2025-11-14 19:44:31,100.0,99.56,15.21,2960.0
2025-11-14 19:44:36,100.0,99.78,16.39,2965.0
2025-11-14 19:44:41,100.0,99.73,17.98,2970.0
2025-11-14 19:44:46,100.0,99.54,17.15,2975.0
2025-11-14 19:44:51,100.0,99.6,17.3,2980.0
2025-11-14 19:44:56,100.0,99.56,16.53,2985.0
2025-11-14 19:45:01,100.0,99.72,16.49,2990.0
2025-11-14 19:45:06,100.0,100.05,16.75,2995.0
2025-11-14 19:45:11,100.0,99.64,16.56,3000.0
2025-11-14 19:45:16,100.0,99.9,16.61,3005.0
2025-11-14 19:45:21,100.0,99.76,16.69,3010.0
2025-11-14 19:45:26,100.0,99.62,16.01,3015.0
2025-11-14 19:45:31,100.0,99.57,16.76,3020.0
2025-11-14 19:45:36,100.0,99.5,17.51,3025.0
2025-11-14 19:45:41,100.0,99.64,17.34,3030.0
2025-11-14 19:45:46,100.0,99.59,16.36,3035.0
2025-11-14 19:45:51,100.0,99.6,16.73,3040.0
2025-11-14 19:45:56,100.0,99.4,17.4,3045.0
2025-11-14 19:46:01,100.0,99.7,17.44,3050.0
